LedgerLineId,PostingDate,FinancialMonth,CostCentreCode,AccountCode,AccountDescription,SpendType,AmountGBP,Description,SourceDocumentRef
LW-00003822,2026-01-05,2026-01,CC-MH-210,7100,Medical supplies,non-pay,1812.05,Demo posting Medical supplies,DEMO-INV-44178
LW-00003823,2026-01-06,2026-01,CC-MH-210,7100,Medical supplies,non-pay,2153.29,Demo posting Medical supplies,DEMO-INV-66638
LW-00003824,2026-01-28,2026-01,CC-MH-210,6200,Bank staff,pay,781.6,Demo posting Bank staff,DEMO-INV-96918
LW-00003825,2026-01-20,2026-01,CC-DEN-115,7200,Equipment,non-pay,1675.79,Demo posting Equipment,DEMO-INV-48153
LW-00003826,2026-01-31,2026-01,CC-DEN-115,6100,Agency nursing,pay,1088.96,Demo posting Agency nursing,DEMO-INV-97328
LW-00003827,2026-01-26,2026-01,CC-PAL-330,6100,Agency nursing,pay,1883.1,Demo posting Agency nursing,DEMO-INV-69158
LW-00003828,2026-01-24,2026-01,CC-MH-210,7100,Medical supplies,non-pay,2436.46,Demo posting Medical supplies,DEMO-INV-71043
LW-00003829,2026-01-04,2026-01,CC-MH-210,7200,Equipment,non-pay,1983.44,Demo posting Equipment,DEMO-INV-30971
LW-00003830,2026-01-06,2026-01,CC-MH-210,7200,Equipment,non-pay,639.51,Demo posting Equipment,DEMO-INV-74582
LW-00003831,2026-01-14,2026-01,CC-DEN-115,6200,Bank staff,pay,1820.56,Demo posting Bank staff,DEMO-INV-40135
LW-00003832,2026-01-26,2026-01,CC-MH-210,7100,Medical supplies,non-pay,2310.99,Demo posting Medical supplies,DEMO-INV-72009
LW-00003833,2026-01-30,2026-01,CC-CORP-900,7200,Equipment,non-pay,1763.73,Demo posting Equipment,DEMO-INV-16297
LW-00003834,2026-01-08,2026-01,CC-DEN-115,6100,Agency nursing,pay,349.71,Demo posting Agency nursing,DEMO-INV-14157
LW-00003835,2026-01-30,2026-01,CC-DEN-115,6200,Bank staff,pay,1788.63,Demo posting Bank staff,DEMO-INV-39164
LW-00003836,2026-01-01,2026-01,CC-MH-210,7100,Medical supplies,non-pay,1620.45,Demo posting Medical supplies,DEMO-INV-34997
LW-00003837,2026-01-09,2026-01,CC-PAL-330,6100,Agency nursing,pay,702.09,Demo posting Agency nursing,DEMO-INV-42333
LW-00003838,2026-01-04,2026-01,CC-DEN-115,6200,Bank staff,pay,170.94,Demo posting Bank staff,DEMO-INV-91223
LW-00003839,2026-01-10,2026-01,CC-URG-401,7100,Medical supplies,non-pay,1493.73,Demo posting Medical supplies,DEMO-INV-77961
LW-00003840,2026-01-22,2026-01,CC-MH-210,6100,Agency nursing,pay,706.39,Demo posting Agency nursing,DEMO-INV-12679
LW-00003841,2026-01-06,2026-01,CC-URG-401,6100,Agency nursing,pay,721.47,Demo posting Agency nursing,DEMO-INV-30584
LW-00003842,2026-01-25,2026-01,CC-PAL-330,7100,Medical supplies,non-pay,431.01,Demo posting Medical supplies,DEMO-INV-66601
LW-00003843,2026-01-26,2026-01,CC-URG-401,7100,Medical supplies,non-pay,284.13,Demo posting Medical supplies,DEMO-INV-36341
LW-00003844,2026-01-28,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,1834.36,Demo posting Medical supplies,DEMO-INV-74043
LW-00003845,2026-01-19,2026-01,CC-MH-210,7100,Medical supplies,non-pay,1330.74,Demo posting Medical supplies,DEMO-INV-44260
LW-00003846,2026-01-01,2026-01,CC-DEN-115,6200,Bank staff,pay,377.18,Demo posting Bank staff,DEMO-INV-85837
LW-00003847,2026-01-21,2026-01,CC-CORP-900,6100,Agency nursing,pay,350.21,Demo posting Agency nursing,DEMO-INV-90145
LW-00003848,2026-01-11,2026-01,CC-PAL-330,6200,Bank staff,pay,611.75,Demo posting Bank staff,DEMO-INV-17320
LW-00003849,2026-01-03,2026-01,CC-CORP-900,7100,Medical supplies,non-pay,2181.25,Demo posting Medical supplies,DEMO-INV-15760
LW-00003850,2026-01-03,2026-01,CC-PAL-330,6200,Bank staff,pay,1349.0,Demo posting Bank staff,DEMO-INV-51617
LW-00003851,2026-01-09,2026-01,CC-URG-401,6200,Bank staff,pay,554.27,Demo posting Bank staff,DEMO-INV-55132
LW-00003852,2026-01-01,2026-01,CC-DEN-115,6200,Bank staff,pay,1218.6,Demo posting Bank staff,DEMO-INV-87490
LW-00003853,2026-01-22,2026-01,CC-MH-210,6100,Agency nursing,pay,263.73,Demo posting Agency nursing,DEMO-INV-40565
LW-00003854,2026-01-11,2026-01,CC-URG-401,6100,Agency nursing,pay,2449.69,Demo posting Agency nursing,DEMO-INV-24624
LW-00003855,2026-01-29,2026-01,CC-MH-210,6200,Bank staff,pay,428.69,Demo posting Bank staff,DEMO-INV-86293
LW-00003856,2026-01-21,2026-01,CC-MH-210,6200,Bank staff,pay,2018.69,Demo posting Bank staff,DEMO-INV-63808
LW-00003857,2026-01-15,2026-01,CC-URG-401,6200,Bank staff,pay,1197.18,Demo posting Bank staff,DEMO-INV-16977
LW-00003858,2026-01-20,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,1722.03,Demo posting Medical supplies,DEMO-INV-47548
LW-00003859,2026-01-24,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,121.62,Demo posting Medical supplies,DEMO-INV-47498
LW-00003860,2026-01-25,2026-01,CC-CORP-900,7200,Equipment,non-pay,2186.4,Demo posting Equipment,DEMO-INV-28423
LW-00003861,2026-01-01,2026-01,CC-PAL-330,7200,Equipment,non-pay,1947.03,Demo posting Equipment,DEMO-INV-41610
LW-00003862,2026-01-23,2026-01,CC-DEN-115,7200,Equipment,non-pay,416.11,Demo posting Equipment,DEMO-INV-68634
LW-00003863,2026-01-24,2026-01,CC-PAL-330,6100,Agency nursing,pay,1286.76,Demo posting Agency nursing,DEMO-INV-75239
LW-00003864,2026-01-12,2026-01,CC-PAL-330,6100,Agency nursing,pay,1465.85,Demo posting Agency nursing,DEMO-INV-68625
LW-00003865,2026-01-05,2026-01,CC-DEN-115,7200,Equipment,non-pay,321.87,Demo posting Equipment,DEMO-INV-26974
LW-00003866,2026-01-13,2026-01,CC-MH-210,7100,Medical supplies,non-pay,2026.23,Demo posting Medical supplies,DEMO-INV-51310
LW-00003867,2026-01-18,2026-01,CC-DEN-115,6200,Bank staff,pay,1169.84,Demo posting Bank staff,DEMO-INV-62255
LW-00003868,2026-01-05,2026-01,CC-PAL-330,7100,Medical supplies,non-pay,526.05,Demo posting Medical supplies,DEMO-INV-78422
LW-00003869,2026-01-17,2026-01,CC-MH-210,7100,Medical supplies,non-pay,2372.87,Demo posting Medical supplies,DEMO-INV-93495
LW-00003870,2026-01-17,2026-01,CC-CORP-900,6200,Bank staff,pay,1196.82,Demo posting Bank staff,DEMO-INV-28435
LW-00003871,2026-01-12,2026-01,CC-URG-401,6100,Agency nursing,pay,979.57,Demo posting Agency nursing,DEMO-INV-57829
LW-00003872,2026-01-24,2026-01,CC-CORP-900,7100,Medical supplies,non-pay,2378.34,Demo posting Medical supplies,DEMO-INV-55298
LW-00003873,2026-01-20,2026-01,CC-CORP-900,6100,Agency nursing,pay,1308.57,Demo posting Agency nursing,DEMO-INV-24434
LW-00003874,2026-01-21,2026-01,CC-URG-401,6200,Bank staff,pay,126.17,Demo posting Bank staff,DEMO-INV-20591
LW-00003875,2026-01-31,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,1363.85,Demo posting Medical supplies,DEMO-INV-36467
LW-00003876,2026-01-08,2026-01,CC-PAL-330,7100,Medical supplies,non-pay,250.11,Demo posting Medical supplies,DEMO-INV-14390
LW-00003877,2026-01-31,2026-01,CC-PAL-330,6200,Bank staff,pay,661.24,Demo posting Bank staff,DEMO-INV-58024
LW-00003878,2026-01-05,2026-01,CC-DEN-115,6200,Bank staff,pay,991.99,Demo posting Bank staff,DEMO-INV-84774
LW-00003879,2026-01-16,2026-01,CC-MH-210,6100,Agency nursing,pay,1378.32,Demo posting Agency nursing,DEMO-INV-98818
LW-00003880,2026-01-13,2026-01,CC-MH-210,6100,Agency nursing,pay,2148.26,Demo posting Agency nursing,DEMO-INV-25819
LW-00003881,2026-01-30,2026-01,CC-URG-401,6200,Bank staff,pay,2115.45,Demo posting Bank staff,DEMO-INV-33897
LW-00003882,2026-01-17,2026-01,CC-MH-210,7200,Equipment,non-pay,730.04,Demo posting Equipment,DEMO-INV-93265
LW-00003883,2026-01-20,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,482.46,Demo posting Medical supplies,DEMO-INV-76030
LW-00003884,2026-01-20,2026-01,CC-URG-401,7100,Medical supplies,non-pay,166.11,Demo posting Medical supplies,DEMO-INV-37164
LW-00003885,2026-01-16,2026-01,CC-CORP-900,7100,Medical supplies,non-pay,2345.86,Demo posting Medical supplies,DEMO-INV-86511
LW-00003886,2026-01-31,2026-01,CC-DEN-115,6100,Agency nursing,pay,108.09,Demo posting Agency nursing,DEMO-INV-14570
LW-00003887,2026-01-09,2026-01,CC-URG-401,7100,Medical supplies,non-pay,2322.63,Demo posting Medical supplies,DEMO-INV-72320
LW-00003888,2026-01-27,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,470.6,Demo posting Medical supplies,DEMO-INV-42979
LW-00003889,2026-01-22,2026-01,CC-MH-210,7100,Medical supplies,non-pay,2056.54,Demo posting Medical supplies,DEMO-INV-67435
LW-00003890,2026-01-14,2026-01,CC-MH-210,7200,Equipment,non-pay,840.78,Demo posting Equipment,DEMO-INV-75649
LW-00003891,2026-01-15,2026-01,CC-MH-210,6100,Agency nursing,pay,1674.64,Demo posting Agency nursing,DEMO-INV-45504
LW-00003892,2026-01-20,2026-01,CC-DEN-115,7200,Equipment,non-pay,136.07,Demo posting Equipment,DEMO-INV-87771
LW-00003893,2026-01-31,2026-01,CC-URG-401,6200,Bank staff,pay,473.77,Demo posting Bank staff,DEMO-INV-91858
LW-00003894,2026-01-22,2026-01,CC-PAL-330,6200,Bank staff,pay,300.6,Demo posting Bank staff,DEMO-INV-81701
LW-00003895,2026-01-05,2026-01,CC-URG-401,6100,Agency nursing,pay,1852.49,Demo posting Agency nursing,DEMO-INV-56442
LW-00003896,2026-01-27,2026-01,CC-MH-210,7200,Equipment,non-pay,2044.55,Demo posting Equipment,DEMO-INV-55720
LW-00003897,2026-01-05,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,316.79,Demo posting Medical supplies,DEMO-INV-50614
LW-00003898,2026-01-06,2026-01,CC-CORP-900,6200,Bank staff,pay,649.54,Demo posting Bank staff,DEMO-INV-87833
LW-00003899,2026-01-31,2026-01,CC-URG-401,6200,Bank staff,pay,795.67,Demo posting Bank staff,DEMO-INV-67951
LW-00003900,2026-01-10,2026-01,CC-CORP-900,6200,Bank staff,pay,974.21,Demo posting Bank staff,DEMO-INV-37923
LW-00003901,2026-01-13,2026-01,CC-CORP-900,7200,Equipment,non-pay,809.44,Demo posting Equipment,DEMO-INV-85830
LW-00003902,2026-01-14,2026-01,CC-URG-401,6200,Bank staff,pay,1616.52,Demo posting Bank staff,DEMO-INV-99062
LW-00003903,2026-01-11,2026-01,CC-URG-401,7200,Equipment,non-pay,663.76,Demo posting Equipment,DEMO-INV-21654
LW-00003904,2026-01-10,2026-01,CC-DEN-115,6200,Bank staff,pay,1733.54,Demo posting Bank staff,DEMO-INV-96577
LW-00003905,2026-01-13,2026-01,CC-CORP-900,7100,Medical supplies,non-pay,419.79,Demo posting Medical supplies,DEMO-INV-77077
LW-00003906,2026-01-30,2026-01,CC-CORP-900,6100,Agency nursing,pay,1847.95,Demo posting Agency nursing,DEMO-INV-95704
LW-00003907,2026-01-26,2026-01,CC-MH-210,7200,Equipment,non-pay,1887.02,Demo posting Equipment,DEMO-INV-66328
LW-00003908,2026-01-27,2026-01,CC-PAL-330,7100,Medical supplies,non-pay,1407.86,Demo posting Medical supplies,DEMO-INV-97253
LW-00003909,2026-01-07,2026-01,CC-PAL-330,7100,Medical supplies,non-pay,488.42,Demo posting Medical supplies,DEMO-INV-17604
LW-00003910,2026-01-10,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,986.38,Demo posting Medical supplies,DEMO-INV-81484
LW-00003911,2026-01-31,2026-01,CC-CORP-900,6200,Bank staff,pay,1206.45,Demo posting Bank staff,DEMO-INV-91180
LW-00003912,2026-01-09,2026-01,CC-DEN-115,6100,Agency nursing,pay,1378.64,Demo posting Agency nursing,DEMO-INV-50061
LW-00003913,2026-01-01,2026-01,CC-PAL-330,6200,Bank staff,pay,456.63,Demo posting Bank staff,DEMO-INV-18905
LW-00003914,2026-01-08,2026-01,CC-CORP-900,7100,Medical supplies,non-pay,2132.5,Demo posting Medical supplies,DEMO-INV-30144
LW-00003915,2026-01-27,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,1321.96,Demo posting Medical supplies,DEMO-INV-65285
LW-00003916,2026-01-31,2026-01,CC-DEN-115,7200,Equipment,non-pay,2260.3,Demo posting Equipment,DEMO-INV-97960
LW-00003917,2026-01-06,2026-01,CC-URG-401,6100,Agency nursing,pay,1105.26,Demo posting Agency nursing,DEMO-INV-57145
LW-00003918,2026-01-01,2026-01,CC-MH-210,6200,Bank staff,pay,994.97,Demo posting Bank staff,DEMO-INV-76584
LW-00003919,2026-01-17,2026-01,CC-MH-210,6100,Agency nursing,pay,846.72,Demo posting Agency nursing,DEMO-INV-53870
LW-00003920,2026-01-04,2026-01,CC-PAL-330,6100,Agency nursing,pay,2007.77,Demo posting Agency nursing,DEMO-INV-13295
LW-00003921,2026-01-25,2026-01,CC-DEN-115,6100,Agency nursing,pay,201.16,Demo posting Agency nursing,DEMO-INV-26632
LW-00003922,2026-01-22,2026-01,CC-URG-401,7200,Equipment,non-pay,1205.0,Demo posting Equipment,DEMO-INV-63021
LW-00003923,2026-01-04,2026-01,CC-PAL-330,6100,Agency nursing,pay,531.06,Demo posting Agency nursing,DEMO-INV-36029
LW-00003924,2026-01-19,2026-01,CC-URG-401,6100,Agency nursing,pay,374.59,Demo posting Agency nursing,DEMO-INV-49034
LW-00003925,2026-01-18,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,183.24,Demo posting Medical supplies,DEMO-INV-48347
LW-00003926,2026-01-28,2026-01,CC-DEN-115,7200,Equipment,non-pay,1930.89,Demo posting Equipment,DEMO-INV-85204
LW-00003927,2026-01-09,2026-01,CC-PAL-330,7100,Medical supplies,non-pay,1365.89,Demo posting Medical supplies,DEMO-INV-63239
LW-00003928,2026-01-08,2026-01,CC-URG-401,7100,Medical supplies,non-pay,1153.1,Demo posting Medical supplies,DEMO-INV-24883
LW-00003929,2026-01-31,2026-01,CC-CORP-900,6200,Bank staff,pay,230.32,Demo posting Bank staff,DEMO-INV-53461
LW-00003930,2026-01-30,2026-01,CC-CORP-900,6100,Agency nursing,pay,961.97,Demo posting Agency nursing,DEMO-INV-93419
LW-00003931,2026-01-14,2026-01,CC-PAL-330,6200,Bank staff,pay,550.16,Demo posting Bank staff,DEMO-INV-61988
LW-00003932,2026-01-18,2026-01,CC-CORP-900,6100,Agency nursing,pay,970.7,Demo posting Agency nursing,DEMO-INV-77166
LW-00003933,2026-01-12,2026-01,CC-CORP-900,6100,Agency nursing,pay,2220.43,Demo posting Agency nursing,DEMO-INV-33893
LW-00003934,2026-01-18,2026-01,CC-DEN-115,6200,Bank staff,pay,1913.8,Demo posting Bank staff,DEMO-INV-95876
LW-00003935,2026-01-10,2026-01,CC-URG-401,7200,Equipment,non-pay,1404.7,Demo posting Equipment,DEMO-INV-38727
LW-00003936,2026-01-13,2026-01,CC-URG-401,7200,Equipment,non-pay,2030.62,Demo posting Equipment,DEMO-INV-37689
LW-00003937,2026-01-17,2026-01,CC-URG-401,7200,Equipment,non-pay,2018.25,Demo posting Equipment,DEMO-INV-63570
LW-00003938,2026-01-10,2026-01,CC-CORP-900,6100,Agency nursing,pay,556.92,Demo posting Agency nursing,DEMO-INV-81269
LW-00003939,2026-01-29,2026-01,CC-CORP-900,6100,Agency nursing,pay,1891.36,Demo posting Agency nursing,DEMO-INV-27790
LW-00003940,2026-01-13,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,894.1,Demo posting Medical supplies,DEMO-INV-31828
LW-00003941,2026-01-29,2026-01,CC-PAL-330,7200,Equipment,non-pay,790.53,Demo posting Equipment,DEMO-INV-94016
LW-00003942,2026-01-02,2026-01,CC-MH-210,6200,Bank staff,pay,65.53,Demo posting Bank staff,DEMO-INV-84958
LW-00003943,2026-01-25,2026-01,CC-URG-401,7100,Medical supplies,non-pay,1375.09,Demo posting Medical supplies,DEMO-INV-76127
LW-00003944,2026-01-13,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,92.32,Demo posting Medical supplies,DEMO-INV-33392
LW-00003945,2026-01-08,2026-01,CC-CORP-900,6200,Bank staff,pay,2343.35,Demo posting Bank staff,DEMO-INV-17943
LW-00003946,2026-01-03,2026-01,CC-CORP-900,7100,Medical supplies,non-pay,1247.22,Demo posting Medical supplies,DEMO-INV-85075
LW-00003947,2026-01-22,2026-01,CC-CORP-900,7100,Medical supplies,non-pay,813.74,Demo posting Medical supplies,DEMO-INV-63225
LW-00003948,2026-01-11,2026-01,CC-PAL-330,7100,Medical supplies,non-pay,1686.24,Demo posting Medical supplies,DEMO-INV-21419
LW-00003949,2026-01-26,2026-01,CC-DEN-115,6200,Bank staff,pay,1585.39,Demo posting Bank staff,DEMO-INV-67548
LW-00003950,2026-01-22,2026-01,CC-MH-210,6100,Agency nursing,pay,524.14,Demo posting Agency nursing,DEMO-INV-82081
LW-00003951,2026-01-03,2026-01,CC-DEN-115,6200,Bank staff,pay,741.48,Demo posting Bank staff,DEMO-INV-31832
LW-00003952,2026-01-06,2026-01,CC-CORP-900,6200,Bank staff,pay,893.14,Demo posting Bank staff,DEMO-INV-63127
LW-00003953,2026-01-09,2026-01,CC-PAL-330,7200,Equipment,non-pay,1947.88,Demo posting Equipment,DEMO-INV-85010
LW-00003954,2026-01-09,2026-01,CC-URG-401,6200,Bank staff,pay,2225.12,Demo posting Bank staff,DEMO-INV-81703
LW-00003955,2026-01-05,2026-01,CC-MH-210,7100,Medical supplies,non-pay,453.52,Demo posting Medical supplies,DEMO-INV-55073
LW-00003956,2026-01-09,2026-01,CC-URG-401,6100,Agency nursing,pay,149.87,Demo posting Agency nursing,DEMO-INV-79237
LW-00003957,2026-01-10,2026-01,CC-PAL-330,7200,Equipment,non-pay,424.89,Demo posting Equipment,DEMO-INV-35275
LW-00003958,2026-01-01,2026-01,CC-DEN-115,6100,Agency nursing,pay,996.58,Demo posting Agency nursing,DEMO-INV-24220
LW-00003959,2026-01-13,2026-01,CC-MH-210,6200,Bank staff,pay,170.95,Demo posting Bank staff,DEMO-INV-51201
LW-00003960,2026-01-09,2026-01,CC-URG-401,7100,Medical supplies,non-pay,371.66,Demo posting Medical supplies,DEMO-INV-82117
LW-00003961,2026-01-20,2026-01,CC-URG-401,7200,Equipment,non-pay,93.96,Demo posting Equipment,DEMO-INV-30779
LW-00003962,2026-01-29,2026-01,CC-CORP-900,7100,Medical supplies,non-pay,1486.01,Demo posting Medical supplies,DEMO-INV-40870
LW-00003963,2026-01-19,2026-01,CC-URG-401,7200,Equipment,non-pay,1006.34,Demo posting Equipment,DEMO-INV-55853
LW-00003964,2026-01-11,2026-01,CC-PAL-330,7200,Equipment,non-pay,1708.6,Demo posting Equipment,DEMO-INV-43762
LW-00003965,2026-01-12,2026-01,CC-URG-401,6200,Bank staff,pay,453.23,Demo posting Bank staff,DEMO-INV-37455
LW-00003966,2026-01-15,2026-01,CC-MH-210,6200,Bank staff,pay,2113.23,Demo posting Bank staff,DEMO-INV-97275
LW-00003967,2026-01-07,2026-01,CC-CORP-900,6200,Bank staff,pay,833.89,Demo posting Bank staff,DEMO-INV-11011
LW-00003968,2026-01-18,2026-01,CC-CORP-900,6200,Bank staff,pay,1938.34,Demo posting Bank staff,DEMO-INV-41008
LW-00003969,2026-01-18,2026-01,CC-DEN-115,7200,Equipment,non-pay,790.3,Demo posting Equipment,DEMO-INV-55869
LW-00003970,2026-01-18,2026-01,CC-URG-401,7100,Medical supplies,non-pay,125.42,Demo posting Medical supplies,DEMO-INV-14082
LW-00003971,2026-01-11,2026-01,CC-PAL-330,6100,Agency nursing,pay,2170.85,Demo posting Agency nursing,DEMO-INV-40517
LW-00003972,2026-01-27,2026-01,CC-URG-401,6100,Agency nursing,pay,1561.6,Demo posting Agency nursing,DEMO-INV-66282
LW-00003973,2026-01-08,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,2301.86,Demo posting Medical supplies,DEMO-INV-84128
LW-00003974,2026-01-24,2026-01,CC-URG-401,7100,Medical supplies,non-pay,821.82,Demo posting Medical supplies,DEMO-INV-27750
LW-00003975,2026-01-02,2026-01,CC-PAL-330,6100,Agency nursing,pay,546.32,Demo posting Agency nursing,DEMO-INV-42712
LW-00003976,2026-01-13,2026-01,CC-MH-210,6100,Agency nursing,pay,2043.75,Demo posting Agency nursing,DEMO-INV-92563
LW-00003977,2026-01-28,2026-01,CC-URG-401,6200,Bank staff,pay,144.0,Demo posting Bank staff,DEMO-INV-83273
LW-00003978,2026-01-02,2026-01,CC-URG-401,6100,Agency nursing,pay,977.68,Demo posting Agency nursing,DEMO-INV-17610
LW-00003979,2026-01-14,2026-01,CC-PAL-330,7200,Equipment,non-pay,2197.46,Demo posting Equipment,DEMO-INV-91836
LW-00003980,2026-01-17,2026-01,CC-PAL-330,6100,Agency nursing,pay,675.75,Demo posting Agency nursing,DEMO-INV-78812
LW-00003981,2026-01-10,2026-01,CC-CORP-900,6100,Agency nursing,pay,1870.02,Demo posting Agency nursing,DEMO-INV-84430
LW-00003982,2026-01-02,2026-01,CC-PAL-330,7100,Medical supplies,non-pay,254.38,Demo posting Medical supplies,DEMO-INV-76807
LW-00003983,2026-01-02,2026-01,CC-MH-210,7100,Medical supplies,non-pay,2160.62,Demo posting Medical supplies,DEMO-INV-31129
LW-00003984,2026-01-21,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,2288.56,Demo posting Medical supplies,DEMO-INV-20558
LW-00003985,2026-01-27,2026-01,CC-PAL-330,6200,Bank staff,pay,1330.33,Demo posting Bank staff,DEMO-INV-86766
LW-00003986,2026-01-14,2026-01,CC-PAL-330,6100,Agency nursing,pay,684.85,Demo posting Agency nursing,DEMO-INV-79901
LW-00003987,2026-01-19,2026-01,CC-CORP-900,6200,Bank staff,pay,1626.8,Demo posting Bank staff,DEMO-INV-29041
LW-00003988,2026-01-24,2026-01,CC-PAL-330,7200,Equipment,non-pay,1235.04,Demo posting Equipment,DEMO-INV-24764
LW-00003989,2026-01-29,2026-01,CC-PAL-330,7200,Equipment,non-pay,1311.24,Demo posting Equipment,DEMO-INV-74210
LW-00003990,2026-01-30,2026-01,CC-MH-210,7100,Medical supplies,non-pay,1125.29,Demo posting Medical supplies,DEMO-INV-77475
LW-00003991,2026-01-27,2026-01,CC-MH-210,6200,Bank staff,pay,2376.13,Demo posting Bank staff,DEMO-INV-53072
LW-00003992,2026-01-26,2026-01,CC-URG-401,7200,Equipment,non-pay,994.42,Demo posting Equipment,DEMO-INV-98089
LW-00003993,2026-01-02,2026-01,CC-URG-401,6100,Agency nursing,pay,461.47,Demo posting Agency nursing,DEMO-INV-98876
LW-00003994,2026-01-16,2026-01,CC-URG-401,7200,Equipment,non-pay,639.65,Demo posting Equipment,DEMO-INV-16367
LW-00003995,2026-01-04,2026-01,CC-MH-210,7200,Equipment,non-pay,2197.28,Demo posting Equipment,DEMO-INV-49628
LW-00003996,2026-01-02,2026-01,CC-PAL-330,6100,Agency nursing,pay,2293.81,Demo posting Agency nursing,DEMO-INV-44944
LW-00003997,2026-01-03,2026-01,CC-URG-401,6100,Agency nursing,pay,1389.39,Demo posting Agency nursing,DEMO-INV-51605
LW-00003998,2026-01-26,2026-01,CC-PAL-330,7200,Equipment,non-pay,2358.03,Demo posting Equipment,DEMO-INV-18296
LW-00003999,2026-01-19,2026-01,CC-MH-210,7100,Medical supplies,non-pay,331.61,Demo posting Medical supplies,DEMO-INV-95630
LW-00004000,2026-01-13,2026-01,CC-URG-401,6200,Bank staff,pay,2099.2,Demo posting Bank staff,DEMO-INV-26966
LW-00004001,2026-01-14,2026-01,CC-CORP-900,7200,Equipment,non-pay,903.58,Demo posting Equipment,DEMO-INV-97888
LW-00004002,2026-01-12,2026-01,CC-MH-210,7100,Medical supplies,non-pay,1761.3,Demo posting Medical supplies,DEMO-INV-44452
LW-00004003,2026-01-07,2026-01,CC-CORP-900,6100,Agency nursing,pay,521.63,Demo posting Agency nursing,DEMO-INV-58010
LW-00004004,2026-01-10,2026-01,CC-PAL-330,6100,Agency nursing,pay,444.89,Demo posting Agency nursing,DEMO-INV-96174
LW-00004005,2026-01-08,2026-01,CC-PAL-330,7200,Equipment,non-pay,807.85,Demo posting Equipment,DEMO-INV-40814
LW-00004006,2026-01-07,2026-01,CC-DEN-115,6200,Bank staff,pay,625.29,Demo posting Bank staff,DEMO-INV-89286
LW-00004007,2026-01-23,2026-01,CC-URG-401,6200,Bank staff,pay,915.19,Demo posting Bank staff,DEMO-INV-50345
LW-00004008,2026-01-19,2026-01,CC-DEN-115,7200,Equipment,non-pay,178.14,Demo posting Equipment,DEMO-INV-62983
LW-00004009,2026-01-07,2026-01,CC-CORP-900,7200,Equipment,non-pay,1655.1,Demo posting Equipment,DEMO-INV-28299
LW-00004010,2026-01-07,2026-01,CC-CORP-900,7100,Medical supplies,non-pay,2202.38,Demo posting Medical supplies,DEMO-INV-98496
LW-00004011,2026-01-21,2026-01,CC-DEN-115,7200,Equipment,non-pay,681.11,Demo posting Equipment,DEMO-INV-82285
LW-00004012,2026-01-19,2026-01,CC-DEN-115,7100,Medical supplies,non-pay,1544.82,Demo posting Medical supplies,DEMO-INV-67335
LW-00004013,2026-01-08,2026-01,CC-PAL-330,7200,Equipment,non-pay,2290.72,Demo posting Equipment,DEMO-INV-44347
LW-00004014,2026-01-15,2026-01,CC-MH-210,7100,Medical supplies,non-pay,1090.84,Demo posting Medical supplies,DEMO-INV-14102
LW-00004015,2026-01-13,2026-01,CC-CORP-900,7200,Equipment,non-pay,987.58,Demo posting Equipment,DEMO-INV-98397
LW-00004016,2026-01-26,2026-01,CC-URG-401,7200,Equipment,non-pay,2137.75,Demo posting Equipment,DEMO-INV-99466
LW-00004017,2026-01-02,2026-01,CC-CORP-900,7200,Equipment,non-pay,1635.79,Demo posting Equipment,DEMO-INV-43836
LW-00004018,2026-01-12,2026-01,CC-CORP-900,6100,Agency nursing,pay,1415.49,Demo posting Agency nursing,DEMO-INV-58174
LW-00004019,2026-01-14,2026-01,CC-CORP-900,7200,Equipment,non-pay,440.34,Demo posting Equipment,DEMO-INV-67806
LW-00004020,2026-01-31,2026-01,CC-CORP-900,6200,Bank staff,pay,1218.0,Demo posting Bank staff,DEMO-INV-15194
LW-00004021,2026-01-13,2026-01,CC-PAL-330,7200,Equipment,non-pay,592.14,Demo posting Equipment,DEMO-INV-38299
LW-00004022,2026-01-30,2026-01,CC-MH-210,6200,Bank staff,pay,540.22,Demo posting Bank staff,DEMO-INV-54065
LW-00004023,2026-01-26,2026-01,CC-MH-210,6100,Agency nursing,pay,1209.6,Demo posting Agency nursing,DEMO-INV-96614
LW-00004024,2026-01-23,2026-01,CC-URG-401,7200,Equipment,non-pay,966.06,Demo posting Equipment,DEMO-INV-50888
LW-00004025,2026-01-12,2026-01,CC-PAL-330,7200,Equipment,non-pay,2168.07,Demo posting Equipment,DEMO-INV-58509
LW-00004026,2026-01-24,2026-01,CC-DEN-115,6100,Agency nursing,pay,981.1,Demo posting Agency nursing,DEMO-INV-45775
