ShiftId,SyntheticStaffId,ShiftDate,ShiftType,TeamCode,StartTime,EndTime,IsBankShift,UrgentCareFlag
RF-SH-00024628,DRH-STF-0009,2026-02-02,worked,MH-CRHT,09:00,17:00,N,N
RF-SH-00024629,DRH-STF-0036,2026-02-17,worked,IUCS-HUB,08:00,18:00,Y,Y
RF-SH-00024630,DRH-STF-0129,2026-02-06,planned,IUCS-HUB,07:00,20:00,N,Y
RF-SH-00024631,DRH-STF-0105,2026-02-16,worked,MH-ACCESS,08:00,18:00,N,N
RF-SH-00024632,DRH-STF-0067,2026-02-25,worked,PAL-HOME,09:00,19:00,N,N
RF-SH-00024633,DRH-STF-0066,2026-02-14,worked,MH-CRHT,08:00,20:00,N,N
RF-SH-00024634,DRH-STF-0020,2026-02-14,planned,IUCS-CTR,08:00,16:00,N,Y
RF-SH-00024635,DRH-STF-0080,2026-02-27,worked,MH-CRHT,07:00,18:00,N,N
RF-SH-00024636,DRH-STF-0088,2026-02-13,planned,IUCS-HUB,08:00,17:00,N,Y
RF-SH-00024637,DRH-STF-0125,2026-02-01,planned,DENT-UC,07:00,20:00,N,N
RF-SH-00024638,DRH-STF-0018,2026-02-12,planned,PAL-HOME,09:00,16:00,N,N
RF-SH-00024639,DRH-STF-0032,2026-02-17,planned,IUCS-HUB,08:00,18:00,N,Y
RF-SH-00024640,DRH-STF-0020,2026-02-16,worked,IUCS-CTR,08:00,16:00,N,Y
RF-SH-00024641,DRH-STF-0060,2026-02-15,planned,IUCS-CTR,09:00,16:00,N,Y
RF-SH-00024642,DRH-STF-0073,2026-02-27,planned,IUCS-HUB,09:00,17:00,N,Y
RF-SH-00024643,DRH-STF-0020,2026-02-07,planned,IUCS-CTR,07:00,18:00,Y,Y
RF-SH-00024644,DRH-STF-0061,2026-02-07,worked,MH-CRHT,08:00,20:00,N,N
RF-SH-00024645,DRH-STF-0010,2026-02-13,worked,IUCS-HUB,08:00,21:00,N,Y
RF-SH-00024646,DRH-STF-0128,2026-02-12,planned,IUCS-HUB,07:00,21:00,N,Y
RF-SH-00024647,DRH-STF-0041,2026-02-16,worked,IUCS-HUB,09:00,18:00,N,Y
RF-SH-00024648,DRH-STF-0018,2026-02-11,planned,PAL-HOME,08:00,17:00,N,N
RF-SH-00024649,DRH-STF-0038,2026-02-27,planned,IUCS-CTR,07:00,18:00,N,Y
RF-SH-00024650,DRH-STF-0025,2026-02-28,planned,DENT-UC,08:00,16:00,N,N
RF-SH-00024651,DRH-STF-0020,2026-02-17,worked,IUCS-CTR,07:00,18:00,N,Y
RF-SH-00024652,DRH-STF-0038,2026-02-12,planned,IUCS-CTR,07:00,18:00,N,Y
RF-SH-00024653,DRH-STF-0013,2026-02-17,planned,MH-CRHT,07:00,21:00,N,N
RF-SH-00024654,DRH-STF-0023,2026-02-15,planned,IUCS-CTR,09:00,17:00,N,Y
RF-SH-00024655,DRH-STF-0079,2026-02-26,worked,DENT-UC,08:00,18:00,N,N
RF-SH-00024656,DRH-STF-0001,2026-02-09,worked,IUCS-HUB,07:00,19:00,N,Y
RF-SH-00024657,DRH-STF-0011,2026-02-27,planned,PAL-HOME,07:00,17:00,N,N
RF-SH-00024658,DRH-STF-0091,2026-02-26,worked,IUCS-HUB,08:00,21:00,Y,Y
RF-SH-00024659,DRH-STF-0032,2026-02-02,worked,IUCS-HUB,09:00,17:00,N,Y
RF-SH-00024660,DRH-STF-0019,2026-02-27,planned,MH-CRHT,09:00,18:00,N,N
RF-SH-00024661,DRH-STF-0049,2026-02-16,planned,PAL-HOME,08:00,19:00,N,N
RF-SH-00024662,DRH-STF-0052,2026-02-07,worked,IUCS-CTR,09:00,19:00,N,Y
RF-SH-00024663,DRH-STF-0124,2026-02-08,planned,IUCS-HUB,08:00,17:00,N,Y
RF-SH-00024664,DRH-STF-0103,2026-02-06,worked,MH-CRHT,09:00,21:00,N,N
RF-SH-00024665,DRH-STF-0081,2026-02-10,planned,PAL-HOME,08:00,19:00,Y,N
RF-SH-00024666,DRH-STF-0065,2026-02-27,worked,PAL-HOME,08:00,20:00,N,N
RF-SH-00024667,DRH-STF-0055,2026-02-06,planned,PAL-HOME,09:00,18:00,N,N
RF-SH-00024668,DRH-STF-0131,2026-02-02,planned,MH-ACCESS,08:00,19:00,N,N
RF-SH-00024669,DRH-STF-0022,2026-02-14,planned,DENT-UC,07:00,18:00,N,N
RF-SH-00024670,DRH-STF-0081,2026-02-03,planned,PAL-HOME,07:00,21:00,N,N
RF-SH-00024671,DRH-STF-0046,2026-02-26,worked,MH-CRHT,08:00,16:00,N,N
RF-SH-00024672,DRH-STF-0101,2026-02-10,planned,MH-CRHT,09:00,19:00,N,N
RF-SH-00024673,DRH-STF-0002,2026-02-18,planned,IUCS-HUB,07:00,17:00,N,Y
RF-SH-00024674,DRH-STF-0129,2026-02-01,planned,IUCS-HUB,09:00,17:00,N,Y
RF-SH-00024675,DRH-STF-0137,2026-02-03,worked,MH-ACCESS,09:00,16:00,N,N
RF-SH-00024676,DRH-STF-0005,2026-02-14,planned,IUCS-HUB,09:00,16:00,Y,Y
RF-SH-00024677,DRH-STF-0038,2026-02-24,planned,IUCS-CTR,09:00,21:00,N,Y
RF-SH-00024678,DRH-STF-0144,2026-02-22,worked,IUCS-HUB,08:00,16:00,N,Y
RF-SH-00024679,DRH-STF-0071,2026-02-08,worked,PAL-HOME,08:00,18:00,Y,N
RF-SH-00024680,DRH-STF-0132,2026-02-21,planned,MH-ACCESS,08:00,18:00,N,N
RF-SH-00024681,DRH-STF-0005,2026-02-17,worked,IUCS-HUB,09:00,20:00,N,Y
RF-SH-00024682,DRH-STF-0039,2026-02-02,planned,MH-CRHT,08:00,19:00,N,N
RF-SH-00024683,DRH-STF-0082,2026-02-23,planned,MH-ACCESS,08:00,17:00,N,N
RF-SH-00024684,DRH-STF-0063,2026-02-08,worked,DENT-UC,09:00,21:00,N,N
RF-SH-00024685,DRH-STF-0032,2026-02-22,worked,IUCS-HUB,08:00,17:00,N,Y
RF-SH-00024686,DRH-STF-0077,2026-02-23,worked,MH-ACCESS,07:00,19:00,N,N
RF-SH-00024687,DRH-STF-0066,2026-02-19,planned,MH-CRHT,08:00,17:00,Y,N
RF-SH-00024688,DRH-STF-0125,2026-02-22,planned,DENT-UC,07:00,17:00,N,N
RF-SH-00024689,DRH-STF-0144,2026-02-20,worked,IUCS-HUB,07:00,19:00,Y,Y
RF-SH-00024690,DRH-STF-0092,2026-02-03,planned,IUCS-CTR,07:00,20:00,N,Y
RF-SH-00024691,DRH-STF-0050,2026-02-01,worked,PAL-HOME,07:00,19:00,N,N
RF-SH-00024692,DRH-STF-0035,2026-02-01,worked,IUCS-HUB,09:00,21:00,N,Y
RF-SH-00024693,DRH-STF-0144,2026-02-15,worked,IUCS-HUB,09:00,20:00,Y,Y
RF-SH-00024694,DRH-STF-0098,2026-02-18,planned,IUCS-HUB,09:00,20:00,N,Y
RF-SH-00024695,DRH-STF-0015,2026-02-11,worked,MH-ACCESS,07:00,16:00,Y,N
RF-SH-00024696,DRH-STF-0013,2026-02-05,planned,MH-CRHT,09:00,18:00,N,N
RF-SH-00024697,DRH-STF-0108,2026-02-12,planned,MH-CRHT,08:00,17:00,N,N
RF-SH-00024698,DRH-STF-0110,2026-02-17,planned,MH-CRHT,07:00,17:00,N,N
RF-SH-00024699,DRH-STF-0125,2026-02-13,planned,DENT-UC,09:00,21:00,N,N
RF-SH-00024700,DRH-STF-0056,2026-02-03,worked,PAL-HOME,09:00,19:00,N,N
RF-SH-00024701,DRH-STF-0039,2026-02-07,planned,MH-CRHT,09:00,18:00,Y,N
RF-SH-00024702,DRH-STF-0130,2026-02-11,planned,IUCS-HUB,09:00,16:00,Y,Y
RF-SH-00024703,DRH-STF-0041,2026-02-01,planned,IUCS-HUB,07:00,19:00,Y,Y
RF-SH-00024704,DRH-STF-0085,2026-02-10,worked,MH-ACCESS,07:00,16:00,N,N
RF-SH-00024705,DRH-STF-0004,2026-02-24,planned,IUCS-HUB,07:00,21:00,N,Y
RF-SH-00024706,DRH-STF-0099,2026-02-09,planned,IUCS-CTR,07:00,19:00,Y,Y
RF-SH-00024707,DRH-STF-0085,2026-02-03,planned,MH-ACCESS,08:00,21:00,N,N
RF-SH-00024708,DRH-STF-0047,2026-02-21,planned,PAL-HOME,09:00,16:00,N,N
RF-SH-00024709,DRH-STF-0018,2026-02-08,worked,PAL-HOME,09:00,17:00,N,N
RF-SH-00024710,DRH-STF-0038,2026-02-13,planned,IUCS-CTR,07:00,21:00,N,Y
RF-SH-00024711,DRH-STF-0075,2026-02-01,planned,MH-ACCESS,09:00,20:00,N,N
RF-SH-00024712,DRH-STF-0031,2026-02-27,worked,IUCS-CTR,08:00,19:00,N,Y
RF-SH-00024713,DRH-STF-0029,2026-02-22,worked,MH-CRHT,08:00,18:00,N,N
RF-SH-00024714,DRH-STF-0043,2026-02-13,planned,MH-CRHT,07:00,19:00,N,N
RF-SH-00024715,DRH-STF-0129,2026-02-10,worked,IUCS-HUB,07:00,17:00,N,Y
RF-SH-00024716,DRH-STF-0083,2026-02-07,worked,MH-ACCESS,08:00,16:00,N,N
RF-SH-00024717,DRH-STF-0026,2026-02-17,worked,PAL-HOME,07:00,18:00,N,N
RF-SH-00024718,DRH-STF-0075,2026-02-01,planned,MH-ACCESS,07:00,21:00,N,N
RF-SH-00024719,DRH-STF-0001,2026-02-08,worked,IUCS-HUB,08:00,18:00,N,Y
RF-SH-00024720,DRH-STF-0120,2026-02-09,worked,MH-CRHT,07:00,19:00,N,N
RF-SH-00024721,DRH-STF-0059,2026-02-16,worked,IUCS-HUB,08:00,19:00,N,Y
RF-SH-00024722,DRH-STF-0057,2026-02-12,planned,MH-ACCESS,08:00,17:00,N,N
RF-SH-00024723,DRH-STF-0087,2026-02-26,planned,PAL-HOME,09:00,18:00,N,N
RF-SH-00024724,DRH-STF-0072,2026-02-16,worked,PAL-HOME,08:00,17:00,N,N
RF-SH-00024725,DRH-STF-0013,2026-02-22,worked,MH-CRHT,08:00,17:00,N,N
RF-SH-00024726,DRH-STF-0084,2026-02-26,worked,DENT-UC,09:00,19:00,N,N
RF-SH-00024727,DRH-STF-0001,2026-02-17,planned,IUCS-HUB,08:00,17:00,N,Y
RF-SH-00024728,DRH-STF-0029,2026-02-01,planned,MH-CRHT,08:00,20:00,N,N
RF-SH-00024729,DRH-STF-0025,2026-02-14,planned,DENT-UC,08:00,16:00,Y,N
RF-SH-00024730,DRH-STF-0114,2026-02-14,planned,IUCS-CTR,08:00,18:00,Y,Y
RF-SH-00024731,DRH-STF-0115,2026-02-24,planned,MH-ACCESS,09:00,17:00,N,N
RF-SH-00024732,DRH-STF-0124,2026-02-21,worked,IUCS-HUB,08:00,20:00,N,Y
RF-SH-00024733,DRH-STF-0040,2026-02-05,worked,IUCS-CTR,08:00,20:00,Y,Y
RF-SH-00024734,DRH-STF-0044,2026-02-28,planned,PAL-HOME,09:00,18:00,N,N
RF-SH-00024735,DRH-STF-0142,2026-02-22,worked,MH-ACCESS,07:00,19:00,Y,N
RF-SH-00024736,DRH-STF-0103,2026-02-17,planned,MH-CRHT,07:00,21:00,N,N
RF-SH-00024737,DRH-STF-0102,2026-02-28,worked,IUCS-HUB,09:00,17:00,N,Y
RF-SH-00024738,DRH-STF-0007,2026-02-09,planned,DENT-UC,08:00,16:00,N,N
RF-SH-00024739,DRH-STF-0139,2026-02-23,worked,MH-CRHT,09:00,16:00,N,N
RF-SH-00024740,DRH-STF-0009,2026-02-05,worked,MH-CRHT,07:00,18:00,N,N
RF-SH-00024741,DRH-STF-0091,2026-02-15,planned,IUCS-HUB,07:00,21:00,N,Y
RF-SH-00024742,DRH-STF-0105,2026-02-12,planned,MH-ACCESS,08:00,19:00,N,N
RF-SH-00024743,DRH-STF-0057,2026-02-10,planned,MH-ACCESS,09:00,18:00,N,N
RF-SH-00024744,DRH-STF-0061,2026-02-28,worked,MH-CRHT,07:00,21:00,N,N
RF-SH-00024745,DRH-STF-0120,2026-02-12,planned,MH-CRHT,09:00,21:00,N,N
RF-SH-00024746,DRH-STF-0112,2026-02-06,planned,IUCS-HUB,07:00,17:00,N,Y
RF-SH-00024747,DRH-STF-0009,2026-02-12,planned,MH-CRHT,08:00,21:00,N,N
RF-SH-00024748,DRH-STF-0087,2026-02-11,worked,PAL-HOME,09:00,19:00,N,N
RF-SH-00024749,DRH-STF-0041,2026-02-15,worked,IUCS-HUB,09:00,16:00,N,Y
RF-SH-00024750,DRH-STF-0116,2026-02-12,worked,MH-CRHT,07:00,17:00,N,N
RF-SH-00024751,DRH-STF-0050,2026-02-24,worked,PAL-HOME,08:00,16:00,N,N
RF-SH-00024752,DRH-STF-0098,2026-02-11,worked,IUCS-HUB,07:00,16:00,N,Y
RF-SH-00024753,DRH-STF-0048,2026-02-16,planned,MH-CRHT,08:00,21:00,N,N
RF-SH-00024754,DRH-STF-0030,2026-02-22,planned,IUCS-CTR,09:00,19:00,N,Y
RF-SH-00024755,DRH-STF-0003,2026-02-05,worked,DENT-UC,08:00,19:00,N,N
RF-SH-00024756,DRH-STF-0017,2026-02-23,worked,DENT-UC,08:00,20:00,Y,N
RF-SH-00024757,DRH-STF-0110,2026-02-27,planned,MH-CRHT,07:00,18:00,N,N
RF-SH-00024758,DRH-STF-0095,2026-02-21,worked,PAL-HOME,07:00,21:00,N,N
RF-SH-00024759,DRH-STF-0092,2026-02-19,planned,IUCS-CTR,07:00,16:00,N,Y
RF-SH-00024760,DRH-STF-0091,2026-02-12,worked,IUCS-HUB,08:00,19:00,N,Y
RF-SH-00024761,DRH-STF-0081,2026-02-05,planned,PAL-HOME,08:00,21:00,N,N
RF-SH-00024762,DRH-STF-0041,2026-02-15,worked,IUCS-HUB,08:00,18:00,Y,Y
RF-SH-00024763,DRH-STF-0016,2026-02-04,worked,IUCS-HUB,07:00,21:00,N,Y
RF-SH-00024764,DRH-STF-0120,2026-02-03,worked,MH-CRHT,07:00,21:00,Y,N
RF-SH-00024765,DRH-STF-0099,2026-02-28,worked,IUCS-CTR,07:00,20:00,N,Y
RF-SH-00024766,DRH-STF-0024,2026-02-22,worked,MH-ACCESS,09:00,21:00,N,N
RF-SH-00024767,DRH-STF-0143,2026-02-22,planned,IUCS-HUB,08:00,19:00,N,Y
RF-SH-00024768,DRH-STF-0063,2026-02-23,worked,DENT-UC,09:00,21:00,N,N
RF-SH-00024769,DRH-STF-0123,2026-02-04,planned,MH-CRHT,08:00,18:00,Y,N
RF-SH-00024770,DRH-STF-0108,2026-02-16,worked,MH-CRHT,07:00,16:00,Y,N
RF-SH-00024771,DRH-STF-0084,2026-02-03,worked,DENT-UC,08:00,18:00,N,N
RF-SH-00024772,DRH-STF-0062,2026-02-05,planned,IUCS-HUB,09:00,17:00,N,Y
RF-SH-00024773,DRH-STF-0018,2026-02-28,planned,PAL-HOME,07:00,19:00,N,N
RF-SH-00024774,DRH-STF-0052,2026-02-24,planned,IUCS-CTR,07:00,16:00,N,Y
RF-SH-00024775,DRH-STF-0134,2026-02-20,worked,MH-ACCESS,09:00,21:00,N,N
RF-SH-00024776,DRH-STF-0097,2026-02-26,planned,MH-ACCESS,09:00,17:00,N,N
RF-SH-00024777,DRH-STF-0026,2026-02-14,worked,PAL-HOME,07:00,19:00,N,N
RF-SH-00024778,DRH-STF-0043,2026-02-20,planned,MH-CRHT,08:00,20:00,N,N
RF-SH-00024779,DRH-STF-0124,2026-02-27,planned,IUCS-HUB,09:00,20:00,Y,Y
RF-SH-00024780,DRH-STF-0142,2026-02-07,planned,MH-ACCESS,09:00,17:00,N,N
RF-SH-00024781,DRH-STF-0103,2026-02-19,planned,MH-CRHT,08:00,17:00,N,N
RF-SH-00024782,DRH-STF-0075,2026-02-04,planned,MH-ACCESS,09:00,18:00,N,N
RF-SH-00024783,DRH-STF-0055,2026-02-20,planned,PAL-HOME,09:00,18:00,N,N
RF-SH-00024784,DRH-STF-0074,2026-02-17,worked,MH-ACCESS,09:00,17:00,N,N
RF-SH-00024785,DRH-STF-0112,2026-02-15,planned,IUCS-HUB,07:00,18:00,N,Y
RF-SH-00024786,DRH-STF-0132,2026-02-14,worked,MH-ACCESS,09:00,19:00,N,N
RF-SH-00024787,DRH-STF-0103,2026-02-13,planned,MH-CRHT,08:00,16:00,Y,N
RF-SH-00024788,DRH-STF-0121,2026-02-01,planned,DENT-UC,07:00,19:00,N,N
RF-SH-00024789,DRH-STF-0118,2026-02-11,planned,IUCS-CTR,07:00,19:00,N,Y
RF-SH-00024790,DRH-STF-0048,2026-02-23,planned,MH-CRHT,07:00,19:00,Y,N
RF-SH-00024791,DRH-STF-0134,2026-02-06,worked,MH-ACCESS,09:00,21:00,Y,N
RF-SH-00024792,DRH-STF-0046,2026-02-25,worked,MH-CRHT,08:00,17:00,N,N
RF-SH-00024793,DRH-STF-0008,2026-02-26,planned,MH-CRHT,08:00,21:00,N,N
RF-SH-00024794,DRH-STF-0011,2026-02-25,planned,PAL-HOME,07:00,17:00,N,N
RF-SH-00024795,DRH-STF-0017,2026-02-10,worked,DENT-UC,07:00,21:00,N,N
RF-SH-00024796,DRH-STF-0096,2026-02-05,worked,PAL-HOME,07:00,17:00,N,N
RF-SH-00024797,DRH-STF-0032,2026-02-22,worked,IUCS-HUB,07:00,19:00,N,Y
RF-SH-00024798,DRH-STF-0057,2026-02-05,worked,MH-ACCESS,08:00,18:00,N,N
RF-SH-00024799,DRH-STF-0070,2026-02-01,worked,MH-ACCESS,07:00,19:00,N,N
RF-SH-00024800,DRH-STF-0062,2026-02-09,worked,IUCS-HUB,09:00,21:00,N,Y
RF-SH-00024801,DRH-STF-0100,2026-02-28,planned,MH-ACCESS,09:00,16:00,N,N
RF-SH-00024802,DRH-STF-0019,2026-02-04,worked,MH-CRHT,07:00,17:00,N,N
RF-SH-00024803,DRH-STF-0039,2026-02-12,worked,MH-CRHT,07:00,18:00,N,N
RF-SH-00024804,DRH-STF-0053,2026-02-14,planned,IUCS-CTR,08:00,21:00,N,Y
RF-SH-00024805,DRH-STF-0109,2026-02-27,planned,MH-ACCESS,07:00,16:00,Y,N
RF-SH-00024806,DRH-STF-0087,2026-02-07,planned,PAL-HOME,08:00,20:00,N,N
RF-SH-00024807,DRH-STF-0134,2026-02-22,planned,MH-ACCESS,08:00,20:00,Y,N
RF-SH-00024808,DRH-STF-0012,2026-02-28,worked,IUCS-HUB,09:00,20:00,N,Y
RF-SH-00024809,DRH-STF-0053,2026-02-20,planned,IUCS-CTR,09:00,18:00,N,Y
RF-SH-00024810,DRH-STF-0054,2026-02-14,planned,MH-CRHT,07:00,18:00,N,N
RF-SH-00024811,DRH-STF-0027,2026-02-19,worked,DENT-UC,07:00,17:00,N,N
RF-SH-00024812,DRH-STF-0111,2026-02-01,planned,IUCS-HUB,07:00,17:00,N,Y
RF-SH-00024813,DRH-STF-0145,2026-02-28,planned,MH-CRHT,07:00,16:00,N,N
RF-SH-00024814,DRH-STF-0109,2026-02-27,worked,MH-ACCESS,09:00,18:00,N,N
RF-SH-00024815,DRH-STF-0142,2026-02-11,planned,MH-ACCESS,07:00,18:00,N,N
RF-SH-00024816,DRH-STF-0078,2026-02-02,planned,IUCS-CTR,07:00,21:00,N,Y
RF-SH-00024817,DRH-STF-0002,2026-02-20,worked,IUCS-HUB,08:00,16:00,N,Y
RF-SH-00024818,DRH-STF-0116,2026-02-21,worked,MH-CRHT,08:00,16:00,N,N
RF-SH-00024819,DRH-STF-0034,2026-02-20,worked,IUCS-HUB,07:00,19:00,N,Y
RF-SH-00024820,DRH-STF-0112,2026-02-06,worked,IUCS-HUB,09:00,17:00,Y,Y
RF-SH-00024821,DRH-STF-0126,2026-02-01,worked,IUCS-CTR,07:00,20:00,Y,Y
RF-SH-00024822,DRH-STF-0014,2026-02-26,worked,IUCS-CTR,09:00,19:00,N,Y
RF-SH-00024823,DRH-STF-0040,2026-02-06,planned,IUCS-CTR,07:00,21:00,Y,Y
RF-SH-00024824,DRH-STF-0049,2026-02-22,planned,PAL-HOME,08:00,16:00,Y,N
RF-SH-00024825,DRH-STF-0006,2026-02-12,planned,PAL-HOME,07:00,18:00,N,N
RF-SH-00024826,DRH-STF-0106,2026-02-10,planned,PAL-HOME,08:00,20:00,Y,N
RF-SH-00024827,DRH-STF-0039,2026-02-01,planned,MH-CRHT,09:00,20:00,Y,N
RF-SH-00024828,DRH-STF-0068,2026-02-22,worked,MH-ACCESS,07:00,18:00,N,N
RF-SH-00024829,DRH-STF-0035,2026-02-26,worked,IUCS-HUB,09:00,18:00,N,Y
RF-SH-00024830,DRH-STF-0044,2026-02-21,worked,PAL-HOME,09:00,17:00,N,N
RF-SH-00024831,DRH-STF-0026,2026-02-04,planned,PAL-HOME,07:00,20:00,N,N
RF-SH-00024832,DRH-STF-0145,2026-02-20,planned,MH-CRHT,09:00,19:00,Y,N
RF-SH-00024833,DRH-STF-0092,2026-02-07,worked,IUCS-CTR,07:00,21:00,N,Y
RF-SH-00024834,DRH-STF-0117,2026-02-27,worked,IUCS-HUB,08:00,17:00,Y,Y
RF-SH-00024835,DRH-STF-0133,2026-02-01,planned,PAL-HOME,08:00,21:00,Y,N
RF-SH-00024836,DRH-STF-0017,2026-02-03,planned,DENT-UC,09:00,21:00,N,N
RF-SH-00024837,DRH-STF-0119,2026-02-15,planned,IUCS-HUB,09:00,20:00,N,Y
RF-SH-00024838,DRH-STF-0006,2026-02-17,worked,PAL-HOME,07:00,16:00,N,N
RF-SH-00024839,DRH-STF-0053,2026-02-01,worked,IUCS-CTR,07:00,20:00,N,Y
RF-SH-00024840,DRH-STF-0034,2026-02-06,worked,IUCS-HUB,07:00,17:00,N,Y
RF-SH-00024841,DRH-STF-0069,2026-02-20,planned,MH-CRHT,09:00,18:00,N,N
RF-SH-00024842,DRH-STF-0080,2026-02-11,planned,MH-CRHT,08:00,17:00,N,N
RF-SH-00024843,DRH-STF-0073,2026-02-12,worked,IUCS-HUB,08:00,19:00,N,Y
RF-SH-00024844,DRH-STF-0012,2026-02-13,worked,IUCS-HUB,09:00,18:00,N,Y
RF-SH-00024845,DRH-STF-0117,2026-02-18,planned,IUCS-HUB,08:00,21:00,N,Y
RF-SH-00024846,DRH-STF-0041,2026-02-09,planned,IUCS-HUB,08:00,18:00,N,Y
RF-SH-00024847,DRH-STF-0076,2026-02-15,planned,IUCS-HUB,09:00,17:00,N,Y
RF-SH-00024848,DRH-STF-0035,2026-02-28,worked,IUCS-HUB,08:00,19:00,N,Y
RF-SH-00024849,DRH-STF-0112,2026-02-17,planned,IUCS-HUB,07:00,16:00,N,Y
RF-SH-00024850,DRH-STF-0013,2026-02-03,worked,MH-CRHT,07:00,18:00,N,N
RF-SH-00024851,DRH-STF-0040,2026-02-15,planned,IUCS-CTR,08:00,17:00,Y,Y
RF-SH-00024852,DRH-STF-0021,2026-02-08,worked,IUCS-CTR,07:00,21:00,N,Y
RF-SH-00024853,DRH-STF-0024,2026-02-10,planned,MH-ACCESS,07:00,20:00,N,N
RF-SH-00024854,DRH-STF-0039,2026-02-08,worked,MH-CRHT,09:00,17:00,N,N
RF-SH-00024855,DRH-STF-0100,2026-02-03,worked,MH-ACCESS,08:00,19:00,Y,N
RF-SH-00024856,DRH-STF-0083,2026-02-27,worked,MH-ACCESS,09:00,19:00,N,N
RF-SH-00024857,DRH-STF-0047,2026-02-08,worked,PAL-HOME,09:00,17:00,N,N
RF-SH-00024858,DRH-STF-0061,2026-02-24,worked,MH-CRHT,07:00,19:00,N,N
RF-SH-00024859,DRH-STF-0097,2026-02-22,planned,MH-ACCESS,07:00,19:00,N,N
RF-SH-00024860,DRH-STF-0046,2026-02-23,planned,MH-CRHT,07:00,20:00,N,N
RF-SH-00024861,DRH-STF-0117,2026-02-28,worked,IUCS-HUB,08:00,21:00,N,Y
RF-SH-00024862,DRH-STF-0100,2026-02-09,worked,MH-ACCESS,07:00,19:00,N,N
RF-SH-00024863,DRH-STF-0002,2026-02-26,planned,IUCS-HUB,07:00,18:00,N,Y
RF-SH-00024864,DRH-STF-0090,2026-02-06,worked,DENT-UC,08:00,19:00,N,N
RF-SH-00024865,DRH-STF-0038,2026-02-03,worked,IUCS-CTR,08:00,21:00,N,Y
RF-SH-00024866,DRH-STF-0101,2026-02-13,planned,MH-CRHT,09:00,16:00,N,N
RF-SH-00024867,DRH-STF-0070,2026-02-10,planned,MH-ACCESS,08:00,19:00,N,N
RF-SH-00024868,DRH-STF-0002,2026-02-07,worked,IUCS-HUB,07:00,19:00,N,Y
RF-SH-00024869,DRH-STF-0025,2026-02-11,worked,DENT-UC,08:00,17:00,N,N
RF-SH-00024870,DRH-STF-0129,2026-02-17,worked,IUCS-HUB,09:00,16:00,N,Y
RF-SH-00024871,DRH-STF-0128,2026-02-08,planned,IUCS-HUB,07:00,18:00,Y,Y
RF-SH-00024872,DRH-STF-0056,2026-02-11,planned,PAL-HOME,07:00,20:00,N,N
RF-SH-00024873,DRH-STF-0027,2026-02-11,planned,DENT-UC,07:00,17:00,N,N
RF-SH-00024874,DRH-STF-0105,2026-02-24,planned,MH-ACCESS,08:00,17:00,N,N
RF-SH-00024875,DRH-STF-0104,2026-02-27,worked,IUCS-CTR,09:00,16:00,N,Y
RF-SH-00024876,DRH-STF-0122,2026-02-06,planned,MH-CRHT,08:00,18:00,N,N
RF-SH-00024877,DRH-STF-0110,2026-02-23,worked,MH-CRHT,08:00,17:00,N,N
RF-SH-00024878,DRH-STF-0132,2026-02-28,worked,MH-ACCESS,09:00,20:00,N,N
RF-SH-00024879,DRH-STF-0045,2026-02-21,planned,DENT-UC,07:00,16:00,N,N
RF-SH-00024880,DRH-STF-0048,2026-02-15,planned,MH-CRHT,07:00,20:00,N,N
RF-SH-00024881,DRH-STF-0080,2026-02-01,planned,MH-CRHT,07:00,18:00,N,N
RF-SH-00024882,DRH-STF-0102,2026-02-13,planned,IUCS-HUB,07:00,17:00,N,Y
RF-SH-00024883,DRH-STF-0096,2026-02-15,planned,PAL-HOME,09:00,16:00,N,N
RF-SH-00024884,DRH-STF-0024,2026-02-20,planned,MH-ACCESS,08:00,17:00,Y,N
RF-SH-00024885,DRH-STF-0078,2026-02-17,worked,IUCS-CTR,09:00,16:00,N,Y
RF-SH-00024886,DRH-STF-0040,2026-02-05,worked,IUCS-CTR,09:00,21:00,N,Y
RF-SH-00024887,DRH-STF-0063,2026-02-09,planned,DENT-UC,09:00,16:00,N,N
RF-SH-00024888,DRH-STF-0051,2026-02-24,planned,PAL-HOME,09:00,21:00,N,N
RF-SH-00024889,DRH-STF-0064,2026-02-21,worked,MH-ACCESS,07:00,19:00,N,N
RF-SH-00024890,DRH-STF-0055,2026-02-20,planned,PAL-HOME,07:00,16:00,N,N
RF-SH-00024891,DRH-STF-0145,2026-02-08,worked,MH-CRHT,09:00,16:00,Y,N
RF-SH-00024892,DRH-STF-0085,2026-02-15,planned,MH-ACCESS,08:00,20:00,N,N
RF-SH-00024893,DRH-STF-0105,2026-02-08,planned,MH-ACCESS,08:00,18:00,Y,N
RF-SH-00024894,DRH-STF-0127,2026-02-12,worked,PAL-HOME,08:00,17:00,N,N
RF-SH-00024895,DRH-STF-0048,2026-02-23,worked,MH-CRHT,07:00,17:00,Y,N
RF-SH-00024896,DRH-STF-0142,2026-02-25,worked,MH-ACCESS,08:00,18:00,N,N
RF-SH-00024897,DRH-STF-0016,2026-02-08,worked,IUCS-HUB,08:00,16:00,Y,Y
RF-SH-00024898,DRH-STF-0137,2026-02-01,planned,MH-ACCESS,08:00,21:00,N,N
RF-SH-00024899,DRH-STF-0105,2026-02-21,planned,MH-ACCESS,07:00,16:00,Y,N
RF-SH-00024900,DRH-STF-0070,2026-02-01,planned,MH-ACCESS,08:00,21:00,N,N
