Organisation_Code,Sector,Number_Of_Beds,Effective_Snapshot_Date
RJZ,General & Acute,1224.836957,30/09/2020
RKE,General & Acute,217,30/09/2020
RKL,General & Acute,70,30/09/2020
RP4,General & Acute,304.108696,30/09/2020
RP6,General & Acute,7.065217,30/09/2020
RAT,General & Acute,209.271739,30/09/2020
RAX,General & Acute,381.032609,30/09/2020
RF4,General & Acute,924,30/09/2020
RJ1,General & Acute,1044.130435,30/09/2020
RJ2,General & Acute,762.369565,30/09/2020
RJ6,General & Acute,404.597826,30/09/2020
R1H,General & Acute,1474.902174,30/09/2020
R1K,General & Acute,862.98913,30/09/2020
RAL,General & Acute,889.467391,30/09/2020
RAN,General & Acute,129.630435,30/09/2020
RAP,General & Acute,382.271739,30/09/2020
RAS,General & Acute,340.826087,30/09/2020
RXF,Mental Illness,0,30/09/2020
RXG,Mental Illness,423,30/09/2020
RXP,Mental Illness,0,30/09/2020
RY6,Mental Illness,8,30/09/2020
TAD,Mental Illness,200,30/09/2020
TAH,Mental Illness,151.663043,30/09/2020
RVW,Mental Illness,0,30/09/2020
RWA,Mental Illness,0,30/09/2020
RWY,Mental Illness,0,30/09/2020
RX3,Mental Illness,631.195652,30/09/2020
RX4,Mental Illness,647,30/09/2020
RXE,Mental Illness,242.152174,30/09/2020
RR7,Mental Illness,32,30/09/2020
RR8,Mental Illness,0,30/09/2020
RTD,Mental Illness,0,30/09/2020
RTF,Mental Illness,28,30/09/2020
RTR,Mental Illness,0,30/09/2020
RV9,Mental Illness,192.98913,30/09/2020
RFR,Mental Illness,0,30/09/2020
RGD,Mental Illness,392.554348,30/09/2020
RHQ,Mental Illness,0,30/09/2020
RJL,Mental Illness,0,30/09/2020
RNN,Mental Illness,0,30/09/2020
RP5,Mental Illness,0,30/09/2020
RAE,Mental Illness,0,30/09/2020
RCB,Mental Illness,0,30/09/2020
RCD,Mental Illness,0,30/09/2020
RCF,Mental Illness,0,30/09/2020
RCU,Mental Illness,23.641304,30/09/2020
RFF,Mental Illness,0,30/09/2020
RWW,Mental Illness,0,30/09/2020
RXA,Mental Illness,257.358696,30/09/2020
RXL,Mental Illness,0,30/09/2020
RXN,Mental Illness,0,30/09/2020
RXR,Mental Illness,0,30/09/2020
R0B,Mental Illness,0,30/09/2020
RTX,Mental Illness,0,30/09/2020
RVY,Mental Illness,0,30/09/2020
RW4,Mental Illness,598.597826,30/09/2020
RW5,Mental Illness,550.630435,30/09/2020
RW6,Mental Illness,0,30/09/2020
RWJ,Mental Illness,0,30/09/2020
RM3,Mental Illness,0,30/09/2020
RMC,Mental Illness,0,30/09/2020
RMP,Mental Illness,0,30/09/2020
RRF,Mental Illness,0,30/09/2020
RT2,Mental Illness,506.369565,30/09/2020
RTV,Mental Illness,282,30/09/2020
REM,Mental Illness,0,30/09/2020
REN,Mental Illness,0,30/09/2020
REP,Mental Illness,0,30/09/2020
RET,Mental Illness,0,30/09/2020
RJN,Mental Illness,0,30/09/2020
RJR,Mental Illness,0,30/09/2020
RBL,Mental Illness,0,30/09/2020
RBN,Mental Illness,0,30/09/2020
RBQ,Mental Illness,0,30/09/2020
RBS,Mental Illness,7,30/09/2020
RBT,Mental Illness,0,30/09/2020
RBV,Mental Illness,0,30/09/2020
RT1,Mental Illness,226.336957,30/09/2020
RWG,Mental Illness,0,30/09/2020
RWH,Mental Illness,0,30/09/2020
RWR,Mental Illness,339,30/09/2020
RY3,Mental Illness,0,30/09/2020
R0A,Mental Illness,12,30/09/2020
RGP,Mental Illness,0,30/09/2020
RGR,Mental Illness,0,30/09/2020
RGT,Mental Illness,0,30/09/2020
RM1,Mental Illness,0,30/09/2020
RMY,Mental Illness,434.445652,30/09/2020
RQW,Mental Illness,0,30/09/2020
RC9,Mental Illness,0,30/09/2020
RCX,Mental Illness,0,30/09/2020
RD8,Mental Illness,0,30/09/2020
RDE,Mental Illness,0,30/09/2020
RGM,Mental Illness,0,30/09/2020
RGN,Mental Illness,0,30/09/2020
RY8,Mental Illness,31.217391,30/09/2020
RYG,Mental Illness,254.369565,30/09/2020
RYW,Mental Illness,0,30/09/2020
TAJ,Mental Illness,284.771739,30/09/2020
R1L,Mental Illness,590.630435,30/09/2020
RAJ,Mental Illness,0,30/09/2020
RX1,Mental Illness,0,30/09/2020
RXK,Mental Illness,0,30/09/2020
RXM,Mental Illness,247.663043,30/09/2020
RXT,Mental Illness,666.478261,30/09/2020
RA2,Maternity,62,31/03/2019
RJ8,Maternity,0,31/03/2019
RK9,Maternity,61,31/03/2019
RN3,Maternity,30,31/03/2019
RNZ,Maternity,24.533333,31/03/2019
RTE,Maternity,43.333333,31/03/2019
RTQ,Maternity,0,31/03/2019
RD3,Maternity,59.333333,31/03/2019
RDY,Maternity,0,31/03/2019
RDZ,Maternity,3,31/03/2019
REF,Maternity,49,31/03/2019
RH5,Maternity,0,31/03/2019
RH8,Maternity,48,31/03/2019
RA7,Maternity,72,31/03/2019
RA9,Maternity,20,31/03/2019
RBA,Maternity,41,31/03/2019
RBD,Maternity,31,31/03/2019
RBZ,Maternity,11.866667,31/03/2019
RD1,Maternity,24.633333,31/03/2019
RYJ,Maternity,144.488889,31/03/2019
RYX,Maternity,0,31/03/2019
TAF,Maternity,0,31/03/2019
R1J,Maternity,0,31/03/2019
RA3,Maternity,0,31/03/2019
RA4,Maternity,23,31/03/2019
RRP,Maternity,0,31/03/2019
RRV,Maternity,71.2,31/03/2019
RT3,Maternity,0,31/03/2019
RV3,Maternity,0,31/03/2019
RVR,Maternity,95,31/03/2019
RWK,Maternity,0,31/03/2019
RP6,Maternity,0,31/03/2019
RPG,Maternity,0,31/03/2019
RPY,Maternity,0,31/03/2019
RQM,Maternity,131,31/03/2019
RQX,Maternity,41.911111,31/03/2019
RQY,Maternity,0,31/03/2019
RJ6,Maternity,61,31/03/2019
RJ7,Maternity,67,31/03/2019
RJZ,Maternity,118.333333,31/03/2019
RKE,Maternity,54,31/03/2019
RKL,Maternity,0,31/03/2019
RP4,Maternity,0,31/03/2019
RC1,Maternity,0,31/03/2019
RC9,Maternity,80.5,31/03/2019
RCX,Maternity,25,31/03/2019
RD8,Maternity,53,31/03/2019
RJ1,Maternity,98,31/03/2019
RJ2,Maternity,94,31/03/2019
TAD,Maternity,0,31/03/2019
TAH,Maternity,0,31/03/2019
R1A,Maternity,0,31/03/2019
R1L,Maternity,0,31/03/2019
RAJ,Maternity,31,31/03/2019
RBK,Maternity,31.066667,31/03/2019
RXG,Maternity,0,31/03/2019
RXL,Maternity,38.433333,31/03/2019
RXN,Maternity,62,31/03/2019
RXP,Maternity,69.022222,31/03/2019
RXR,Maternity,76.044444,31/03/2019
RY6,Maternity,0,31/03/2019
RWY,Maternity,47.544444,31/03/2019
RX3,Maternity,0,31/03/2019
RX4,Maternity,0,31/03/2019
RXA,Maternity,0,31/03/2019
RXE,Maternity,0,31/03/2019
RXF,Maternity,58.8,31/03/2019
RW4,Maternity,0,31/03/2019
RW5,Maternity,0,31/03/2019
RW6,Maternity,120.277778,31/03/2019
RWA,Maternity,76,31/03/2019
RWJ,Maternity,36,31/03/2019
RWW,Maternity,40,31/03/2019
RTR,Maternity,43.955556,31/03/2019
RTV,Maternity,0,31/03/2019
RTX,Maternity,38.844444,31/03/2019
RV9,Maternity,0,31/03/2019
RVW,Maternity,47.022222,31/03/2019
RVY,Maternity,38.044444,31/03/2019
RR7,Maternity,16,31/03/2019
RR8,Maternity,144.566667,31/03/2019
RRF,Maternity,28,31/03/2019
RT2,Maternity,0,31/03/2019
RTD,Maternity,96,31/03/2019
RTF,Maternity,34.888889,31/03/2019
RMC,Maternity,78,31/03/2019
RMP,Maternity,29,31/03/2019
RNL,Maternity,39.677778,31/03/2019
RNN,Maternity,0,31/03/2019
RP5,Maternity,84.844444,31/03/2019
RQ6,Maternity,0,31/03/2019
RHQ,Maternity,80,31/03/2019
RJL,Maternity,71.788889,31/03/2019
RJN,Maternity,28.011111,31/03/2019
RJR,Maternity,54.388889,31/03/2019
RLN,Maternity,34,31/03/2019
RM3,Maternity,0,31/03/2019
REN,Maternity,0,31/03/2019
REP,Maternity,98,31/03/2019
RET,Maternity,0,31/03/2019
RFF,Maternity,39,31/03/2019
RFR,Maternity,23.655556,31/03/2019
RGD,Maternity,0,31/03/2019
RCB,Maternity,53,31/03/2019
RCD,Maternity,27.066667,31/03/2019
RCF,Maternity,40,31/03/2019
RCU,Maternity,0,31/03/2019
RE9,Maternity,24,31/03/2019
REM,Maternity,0,31/03/2019
RBL,Maternity,32,31/03/2019
RBN,Maternity,36.811111,31/03/2019
RBQ,Maternity,0,31/03/2019
RBS,Maternity,0,31/03/2019
RBT,Maternity,36,31/03/2019
RBV,Maternity,0,31/03/2019
RXQ,Learning Disabilities,0,31/03/2019
RXX,Learning Disabilities,7,31/03/2019
RXY,Learning Disabilities,0,31/03/2019
RYR,Learning Disabilities,0,31/03/2019
R0A,Maternity,159.455556,31/03/2019
RAE,Maternity,77.688889,31/03/2019
RW1,Learning Disabilities,6,31/03/2019
RWF,Learning Disabilities,0,31/03/2019
RWX,Learning Disabilities,9,31/03/2019
RX2,Learning Disabilities,10,31/03/2019
RXC,Learning Disabilities,0,31/03/2019
RXH,Learning Disabilities,0,31/03/2019
RPA,Learning Disabilities,0,31/03/2019
RPC,Learning Disabilities,0,31/03/2019
RTH,Learning Disabilities,0,31/03/2019
RTK,Learning Disabilities,0,31/03/2019
RTP,Learning Disabilities,0,31/03/2019
RVV,Learning Disabilities,0,31/03/2019
RHM,Learning Disabilities,0,31/03/2019
RHU,Learning Disabilities,0,31/03/2019
RHW,Learning Disabilities,0,31/03/2019
RN5,Learning Disabilities,4,31/03/2019
RN7,Learning Disabilities,0,31/03/2019
RNU,Learning Disabilities,8.788889,31/03/2019
RWV,Learning Disabilities,4.944444,31/03/2019
RK5,Maternity,49,30/06/2012
RNQ,Maternity,49,30/06/2012
RNS,Maternity,57.659341,30/06/2012
RWY,Maternity,13.175824,30/06/2012
RXE,Maternity,0,30/06/2012
RXF,Maternity,60,30/06/2012
RXG,Maternity,0,30/06/2012
RY6,Maternity,0,30/06/2012
TAD,Maternity,0,30/06/2012
RHQ,Maternity,95.043956,30/06/2012
RJL,Maternity,93.395604,30/06/2012
RP5,Maternity,85,30/06/2012
RR8,Maternity,142,30/06/2012
RV9,Maternity,0,30/06/2012
RWA,Maternity,73,30/06/2012
RCD,Maternity,34.802198,30/06/2012
RCF,Maternity,41,30/06/2012
RCU,Maternity,0,30/06/2012
RFF,Maternity,55.092308,30/06/2012
RFR,Maternity,34.824176,30/06/2012
RGD,Maternity,0,30/06/2012
RXR,Maternity,70,30/06/2012
RXV,Maternity,0,30/06/2012
TAE,Maternity,0,30/06/2012
RAE,Maternity,54,30/06/2012
RCB,Maternity,43.120879,30/06/2012
RCC,Maternity,17,30/06/2012
RW6,Maternity,146,30/06/2012
RWJ,Maternity,41.747253,30/06/2012
RWW,Maternity,42,30/06/2012
RXA,Maternity,0,30/06/2012
RXL,Maternity,22,30/06/2012
RXN,Maternity,64,30/06/2012
RTV,Maternity,0,30/06/2012
RTX,Maternity,55,30/06/2012
RVY,Maternity,41.945055,30/06/2012
RW3,Maternity,100,30/06/2012
RW4,Maternity,0,30/06/2012
RW5,Maternity,0,30/06/2012
RMP,Maternity,38.934066,30/06/2012
RNL,Maternity,33.021978,30/06/2012
RNN,Maternity,0,30/06/2012
RQ6,Maternity,0,30/06/2012
RRF,Maternity,29.89011,30/06/2012
RT2,Maternity,0,30/06/2012
RJN,Maternity,26.934066,30/06/2012
RJR,Maternity,62,30/06/2012
RJX,Maternity,0,30/06/2012
RM2,Maternity,46,30/06/2012
RM3,Maternity,0,30/06/2012
RMC,Maternity,89.835165,30/06/2012
RBT,Maternity,28,30/06/2012
RBV,Maternity,0,30/06/2012
REM,Maternity,0,30/06/2012
REN,Maternity,0,30/06/2012
REP,Maternity,98.142857,30/06/2012
RET,Maternity,0,30/06/2012
RX4,Maternity,0,30/06/2012
RXP,Maternity,78,30/06/2012
RBL,Maternity,32,30/06/2012
RBN,Maternity,37,30/06/2012
RBQ,Maternity,0,30/06/2012
RBS,Maternity,0,30/06/2012
RR7,Maternity,16,30/06/2012
RTD,Maternity,78.483516,30/06/2012
RTF,Maternity,68,30/06/2012
RTR,Maternity,55,30/06/2012
RVW,Maternity,46,30/06/2012
RX3,Maternity,0,30/06/2012
RTQ,Learning Disabilities,16,30/06/2012
RVJ,Learning Disabilities,0,30/06/2012
RVN,Learning Disabilities,12,30/06/2012
RWV,Learning Disabilities,11,30/06/2012
RE9,Maternity,33,30/06/2012
RLN,Maternity,34,30/06/2012
RH8,Learning Disabilities,0,30/06/2012
RJ8,Learning Disabilities,0,30/06/2012
RK9,Learning Disabilities,0,30/06/2012
RN3,Learning Disabilities,0,30/06/2012
RNZ,Learning Disabilities,0,30/06/2012
RTE,Learning Disabilities,0,30/06/2012
RD1,Learning Disabilities,0,30/06/2012
RD3,Learning Disabilities,0,30/06/2012
RDY,Learning Disabilities,0,30/06/2012
RDZ,Learning Disabilities,0,30/06/2012
REF,Learning Disabilities,0,30/06/2012
RH5,Learning Disabilities,1.21978,30/06/2012
RA7,Learning Disabilities,0,30/06/2012
RA9,Learning Disabilities,0,30/06/2012
RBA,Learning Disabilities,0,30/06/2012
RBB,Learning Disabilities,0,30/06/2012
RBD,Learning Disabilities,0,30/06/2012
RBZ,Learning Disabilities,0,30/06/2012
RW1,Learning Disabilities,16.318681,30/06/2012
RWX,Learning Disabilities,16,30/06/2012
RXQ,Learning Disabilities,0,30/06/2012
5QH,Learning Disabilities,0,30/06/2012
RA3,Learning Disabilities,0,30/06/2012
RA4,Learning Disabilities,0,30/06/2012
RHU,Learning Disabilities,0,30/06/2012
RHW,Learning Disabilities,0,30/06/2012
RHX,Learning Disabilities,42,30/06/2012
RN5,Learning Disabilities,4,30/06/2012
RNU,Learning Disabilities,0,30/06/2012
RTH,Learning Disabilities,0,30/06/2012
5CQ,Learning Disabilities,7,30/06/2012
R1C,Learning Disabilities,2,30/06/2012
R1F,Learning Disabilities,0,30/06/2012
RD7,Learning Disabilities,0,30/06/2012
RD8,Learning Disabilities,0,30/06/2012
RHM,Learning Disabilities,0,30/06/2012
RX2,Learning Disabilities,15,30/06/2012
RXC,Learning Disabilities,0,30/06/2012
RXH,Learning Disabilities,0,30/06/2012
RXX,Learning Disabilities,63,30/06/2012
RXY,Learning Disabilities,22,30/06/2012
RYR,Learning Disabilities,0,30/06/2012
RPA,Learning Disabilities,4.417582,30/06/2012
RPC,Learning Disabilities,0,30/06/2012
RTK,Learning Disabilities,0,30/06/2012
RTP,Learning Disabilities,0,30/06/2012
RVV,Learning Disabilities,0,30/06/2012
RWF,Learning Disabilities,0,30/06/2012
RYX,Learning Disabilities,16,30/06/2012
TAF,Learning Disabilities,4,30/06/2012
RA2,Learning Disabilities,0,30/06/2012
RDR,Learning Disabilities,0,30/06/2012
RDU,Learning Disabilities,0,30/06/2012
RN7,Learning Disabilities,0,30/06/2012
RV8,Learning Disabilities,0,30/06/2012
RVL,Learning Disabilities,0,30/06/2012
RVR,Learning Disabilities,0,30/06/2012
RE9,General & Acute,382.637363,30/06/2011
RLN,General & Acute,805.054945,30/06/2011
RR7,General & Acute,491,30/06/2011
RTD,General & Acute,1526.208791,30/06/2011
RTF,General & Acute,1072.879121,30/06/2011
RTR,General & Acute,1090.10989,30/06/2011
RVN,Mental Illness,610.604396,30/06/2011
RWV,Mental Illness,275,30/06/2011
5KG,General & Acute,0,30/06/2011
5KL,General & Acute,12,30/06/2011
RK9,Mental Illness,0,30/06/2011
RN3,Mental Illness,0,30/06/2011
RNZ,Mental Illness,0,30/06/2011
RTE,Mental Illness,0,30/06/2011
RTQ,Mental Illness,208.197802,30/06/2011
RVJ,Mental Illness,22.285714,30/06/2011
RD3,Mental Illness,0,30/06/2011
RDZ,Mental Illness,0,30/06/2011
REF,Mental Illness,0,30/06/2011
RH5,Mental Illness,169.626374,30/06/2011
RH8,Mental Illness,0,30/06/2011
RJ8,Mental Illness,139.010989,30/06/2011
RA9,Mental Illness,0,30/06/2011
RBA,Mental Illness,0,30/06/2011
RBB,Mental Illness,0,30/06/2011
RBD,Mental Illness,0,30/06/2011
RBZ,Mental Illness,0,30/06/2011
RD1,Mental Illness,0,30/06/2011
5QM,Mental Illness,99,30/06/2011
5QN,Mental Illness,0,30/06/2011
5QP,Mental Illness,0,30/06/2011
RA3,Mental Illness,0,30/06/2011
RA4,Mental Illness,0,30/06/2011
RA7,Mental Illness,0,30/06/2011
RXQ,Mental Illness,0,30/06/2011
5F1,Mental Illness,144.417582,30/06/2011
5K3,Mental Illness,0,30/06/2011
5QH,Mental Illness,0,30/06/2011
5QK,Mental Illness,0,30/06/2011
5QL,Mental Illness,0,30/06/2011
RN1,Mental Illness,0,30/06/2011
RN5,Mental Illness,0,30/06/2011
RNU,Mental Illness,434.263736,30/06/2011
RTH,Mental Illness,0,30/06/2011
RW1,Mental Illness,646,30/06/2011
RWX,Mental Illness,239.274725,30/06/2011
RBF,Mental Illness,0,30/06/2011
RD7,Mental Illness,0,30/06/2011
RD8,Mental Illness,0,30/06/2011
RHM,Mental Illness,0,30/06/2011
RHU,Mental Illness,0,30/06/2011
RHW,Mental Illness,0,30/06/2011
RXH,Mental Illness,0,30/06/2011
RXY,Mental Illness,569.208791,30/06/2011
RYR,Mental Illness,0,30/06/2011
5CQ,Mental Illness,64,30/06/2011
5QT,Mental Illness,65.274725,30/06/2011
R1C,Mental Illness,139.626374,30/06/2011
RTK,Mental Illness,0,30/06/2011
RTP,Mental Illness,0,30/06/2011
RVV,Mental Illness,0,30/06/2011
RWF,Mental Illness,0,30/06/2011
RX2,Mental Illness,657.076923,30/06/2011
RXC,Mental Illness,0,30/06/2011
RA2,Mental Illness,0,30/06/2011
RDR,Mental Illness,0,30/06/2011
RDU,Mental Illness,0,30/06/2011
RN7,Mental Illness,0,30/06/2011
RPA,Mental Illness,0,30/06/2011
RPC,Mental Illness,0,30/06/2011
RYJ,Mental Illness,0,30/06/2011
RYQ,Mental Illness,0,30/06/2011
RYX,Mental Illness,0,30/06/2011
TAF,Mental Illness,183,30/06/2011
5L3,Mental Illness,0,30/06/2011
5P5,Mental Illness,0,30/06/2011
RV3,Mental Illness,829,30/06/2011
RV5,Mental Illness,935.087912,30/06/2011
RV8,Mental Illness,0,30/06/2011
RVL,Mental Illness,0,30/06/2011
RVR,Mental Illness,0,30/06/2011
RWK,Mental Illness,676.615385,30/06/2011
RQM,Mental Illness,0,30/06/2011
RQX,Mental Illness,0,30/06/2011
RQY,Mental Illness,553.032967,30/06/2011
RRP,Mental Illness,564.56044,30/06/2011
RRV,Mental Illness,12,30/06/2011
RT3,Mental Illness,0,30/06/2011
RNH,Mental Illness,0,30/06/2011
RNJ,Mental Illness,0,30/06/2011
RP4,Mental Illness,10,30/06/2011
RP6,Mental Illness,0,30/06/2011
RPG,Mental Illness,449.483516,30/06/2011
RPY,Mental Illness,0,30/06/2011
RJ1,Mental Illness,0,30/06/2011
RJ2,Mental Illness,0,30/06/2011
RJ6,Mental Illness,0,30/06/2011
RJ7,Mental Illness,0,30/06/2011
RKE,Mental Illness,12,30/06/2011
RKL,Mental Illness,634.615385,30/06/2011
RAT,Mental Illness,325.307692,30/06/2011
RAX,Mental Illness,0,30/06/2011
RC3,Mental Illness,0,30/06/2011
RF4,Mental Illness,0,30/06/2011
RFW,Mental Illness,0,30/06/2011
RGC,Mental Illness,0,30/06/2011
5C4,Mental Illness,0,30/06/2011
5LD,Mental Illness,0,30/06/2011
RAL,Mental Illness,1,30/06/2011
RAN,Mental Illness,0,30/06/2011
RAP,Mental Illness,0,30/06/2011
RAS,Mental Illness,0,30/06/2011
RY3,Mental Illness,0,30/06/2011
RY4,Mental Illness,0,30/06/2011
RYV,Mental Illness,0,30/06/2011
5A4,Mental Illness,0,30/06/2011
5A9,Mental Illness,0,30/06/2011
5AT,Mental Illness,0,30/06/2011
RT1,Mental Illness,340.208791,30/06/2011
RT6,Mental Illness,139.989011,30/06/2011
RWG,Mental Illness,0,30/06/2011
RWH,Mental Illness,0,30/06/2011
RWN,Mental Illness,712,30/06/2011
RWR,Mental Illness,513,30/06/2011
RM1,Mental Illness,0,30/06/2011
RMY,Mental Illness,391.472527,30/06/2011
RQ8,Mental Illness,0,30/06/2011
RXW,Mental Illness,0,30/09/2020
RY5,Mental Illness,0,30/09/2020
RRJ,Mental Illness,0,30/09/2020
RRK,Mental Illness,0,30/09/2020
RTG,Mental Illness,0,30/09/2020
RWD,Mental Illness,0,30/09/2020
RWE,Mental Illness,0,30/09/2020
RWP,Mental Illness,0,30/09/2020
RNQ,Mental Illness,0,30/09/2020
RNS,Mental Illness,0,30/09/2020
RP1,Mental Illness,206.369565,30/09/2020
RP7,Mental Illness,188,30/09/2020
RQ3,Mental Illness,34,30/09/2020
RRE,Mental Illness,282.913043,30/09/2020
RL1,Mental Illness,0,30/09/2020
RL4,Mental Illness,0,30/09/2020
RLQ,Mental Illness,0,30/09/2020
RLT,Mental Illness,0,30/09/2020
RLY,Mental Illness,154.26087,30/09/2020
RNA,Mental Illness,0,30/09/2020
RFS,Mental Illness,0,30/09/2020
RHA,Mental Illness,849.054348,30/09/2020
RJC,Mental Illness,0,30/09/2020
RJE,Mental Illness,0,30/09/2020
RK5,Mental Illness,0,30/09/2020
RKB,Mental Illness,0,30/09/2020
RXQ,Mental Illness,0,30/09/2020
RXX,Mental Illness,181.065217,30/09/2020
RXY,Mental Illness,444.73913,30/09/2020
RYR,Mental Illness,0,30/09/2020
R1A,Mental Illness,152.619565,30/09/2020
RBK,Mental Illness,0,30/09/2020
RW1,Mental Illness,478,30/09/2020
RWF,Mental Illness,0,30/09/2020
RWX,Mental Illness,146.608696,30/09/2020
RX2,Mental Illness,568,30/09/2020
RXC,Mental Illness,0,30/09/2020
RXH,Mental Illness,0,30/09/2020
RPC,Mental Illness,0,30/09/2020
RPG,Mental Illness,349,30/09/2020
RTH,Mental Illness,0,30/09/2020
RTK,Mental Illness,0,30/09/2020
RTP,Mental Illness,0.032609,30/09/2020
RVV,Mental Illness,0,30/09/2020
RHU,Mental Illness,0,30/09/2020
RHW,Mental Illness,0,30/09/2020
RN5,Mental Illness,0,30/09/2020
RN7,Mental Illness,0,30/09/2020
RNU,Mental Illness,388.271739,30/09/2020
RPA,Mental Illness,0,30/09/2020
RWV,Mental Illness,272.01087,30/09/2020
R1C,Mental Illness,56,30/09/2020
R1F,Mental Illness,39.5,30/09/2020
RA2,Mental Illness,0,30/09/2020
RDU,Mental Illness,0,30/09/2020
RHM,Mental Illness,0,30/09/2020
RN3,Mental Illness,0,30/09/2020
RNZ,Mental Illness,0,30/09/2020
RTE,Mental Illness,0,30/09/2020
RTQ,Mental Illness,158.804348,30/09/2020
RVJ,Mental Illness,12,30/09/2020
RVN,Mental Illness,506.021739,30/09/2020
RDZ,Mental Illness,0,30/09/2020
REF,Mental Illness,0,30/09/2020
RH5,Mental Illness,134.73913,30/09/2020
RH8,Mental Illness,0,30/09/2020
RJ8,Mental Illness,106.304348,30/09/2020
RK9,Mental Illness,0,30/09/2020
RA9,Mental Illness,0,30/09/2020
RBD,Mental Illness,0,30/09/2020
RBZ,Mental Illness,0,30/09/2020
RD1,Mental Illness,0,30/09/2020
RD3,Mental Illness,0,30/09/2020
RDY,Mental Illness,215.445652,30/09/2020
RWK,Mental Illness,838.641304,30/09/2020
RYJ,Mental Illness,0,30/09/2020
RYX,Mental Illness,0,30/09/2020
TAF,Mental Illness,193,30/09/2020
RA4,Mental Illness,0,30/09/2020
RA7,Mental Illness,0,30/09/2020
RQY,Mental Illness,366.228261,30/09/2020
RRP,Mental Illness,492.652174,30/09/2020
RRV,Mental Illness,11.652174,30/09/2020
RT3,Mental Illness,0,30/09/2020
RV3,Mental Illness,636.456522,30/09/2020
RVR,Mental Illness,0,30/09/2020
RKL,Mental Illness,675.369565,30/09/2020
RP4,Mental Illness,7,30/09/2020
RP6,Mental Illness,0,30/09/2020
RPY,Mental Illness,0,30/09/2020
RQM,Mental Illness,0,30/09/2020
RQX,Mental Illness,0,30/09/2020
RJ1,Mental Illness,0,30/09/2020
RJ2,Mental Illness,0,30/09/2020
RJ6,Mental Illness,0,30/09/2020
RJ7,Mental Illness,0,30/09/2020
RJZ,Mental Illness,0,30/09/2020
RKE,Mental Illness,12,30/09/2020
RAN,Mental Illness,0,30/09/2020
RAP,Mental Illness,0,30/09/2020
RAS,Mental Illness,0,30/09/2020
RAT,Mental Illness,228,30/09/2020
RAX,Mental Illness,0,30/09/2020
RF4,Mental Illness,0,30/09/2020
RY6,Maternity,0,30/09/2020
TAD,Maternity,0,30/09/2020
TAH,Maternity,0,30/09/2020
R1H,Mental Illness,0,30/09/2020
R1K,Mental Illness,0,30/09/2020
RAL,Mental Illness,1.771739,30/09/2020
RX3,Maternity,0,30/09/2020
RX4,Maternity,0,30/09/2020
RXE,Maternity,0,30/09/2020
RXF,Maternity,60,30/09/2020
RXG,Maternity,0,30/09/2020
RXP,Maternity,65.73913,30/09/2020
RTF,Maternity,31.358696,30/09/2020
RTR,Maternity,36,30/09/2020
RV9,Maternity,0,30/09/2020
RVW,Maternity,46,30/09/2020
RWA,Maternity,76,30/09/2020
RWY,Maternity,49.478261,30/09/2020
RJL,Maternity,70,30/09/2020
RNN,Maternity,38,30/09/2020
RP5,Maternity,59,30/09/2020
RR7,Maternity,16,30/09/2020
RR8,Maternity,122.293478,30/09/2020
RTD,Maternity,96,30/09/2020
RCF,Maternity,34.619565,30/09/2020
RCU,Maternity,0,30/09/2020
