ReportingPeriodStartDate,ReportingPeriodEndDate,Org_Code,DataTable,UID,DataItem,Valid_suppressed,Default_suppressed,Invalid_suppressed,Missing_suppressed,Denominator_suppressed
2026-04-01,2026-04-30,RKE,IDS007 Disability Type,IDS007,IDS007 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKE,IDS011 Social and Personal Circumstances,I011010,SOCIAL AND PERSONAL CIRCUMSTANCE RECORDED DATE,9635,*,*,*,9635
2026-04-01,2026-04-30,RKE,IDS011 Social and Personal Circumstances,I011020,SOCIAL AND PERSONAL CIRCUMSTANCE (SNOMED CT),9635,*,*,*,9635
2026-04-01,2026-04-30,RKE,IDS011 Social and Personal Circumstances,I011901,LOCAL PATIENT IDENTIFIER (EXTENDED),9635,*,*,*,9635
2026-04-01,2026-04-30,RKE,IDS011 Social and Personal Circumstances,IDS011,IDS011 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKE,IDS012 Overseas Visitor Charging Category,I012010,OVERSEAS VISITOR CHARGING CATEGORY,25,*,*,*,25
2026-04-01,2026-04-30,RKE,IDS012 Overseas Visitor Charging Category,I012020,OVERSEAS VISITOR CHARGING CATEGORY APPLICABLE DATE,25,*,*,*,25
2026-04-01,2026-04-30,RKE,IDS012 Overseas Visitor Charging Category,I012901,LOCAL PATIENT IDENTIFIER (EXTENDED),25,*,*,*,25
2026-04-01,2026-04-30,RKE,IDS012 Overseas Visitor Charging Category,IDS012,IDS012 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKE,IDS101 Service or Team Referral,I101010,REFERRAL REQUEST RECEIVED DATE,5240,*,*,*,5240
2026-04-01,2026-04-30,RKE,IDS101 Service or Team Referral,I101030,SOURCE OF REFERRAL FOR IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,5240,*,*,*,5240
2026-04-01,2026-04-30,RKE,IDS101 Service or Team Referral,I101090,SERVICE DISCHARGE DATE,980,*,*,4265,5240
2026-04-01,2026-04-30,RKE,IDS101 Service or Team Referral,I101230,YEAR AND MONTH OF SYMPTOMS ONSET (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),95,*,*,5145,5240
2026-04-01,2026-04-30,RKE,IDS101 Service or Team Referral,I101240,PREVIOUS DIAGNOSED CONDITION INDICATOR,4360,*,*,885,5240
2026-04-01,2026-04-30,RKE,IDS101 Service or Team Referral,I101250,DISCHARGE FROM IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES SERVICE REASON,980,*,*,4265,5240
2026-04-01,2026-04-30,RKE,IDS101 Service or Team Referral,I101901,LOCAL PATIENT IDENTIFIER (EXTENDED),5240,*,*,*,5240
2026-04-01,2026-04-30,RKE,IDS101 Service or Team Referral,I101902,SERVICE REQUEST IDENTIFIER,5240,*,*,*,5240
2026-04-01,2026-04-30,RKE,IDS101 Service or Team Referral,I101922,ORGANISATION IDENTIFIER (CODE OF COMMISSIONER),5240,*,*,*,5240
2026-04-01,2026-04-30,RKE,IDS101 Service or Team Referral,IDS101,IDS101 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKE,IDS105 Onward Referral,I105010,ONWARD REFERRAL DATE,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS105 Onward Referral,I105020,ONWARD REFERRAL REASON (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS105 Onward Referral,I105060,ONWARD REFERRAL TIME,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS105 Onward Referral,I105090,ORGANISATION IDENTIFIER (RECEIVING),*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS105 Onward Referral,I105902,SERVICE REQUEST IDENTIFIER,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS105 Onward Referral,IDS105,IDS105 Table Submission,0,0,0,1,1
2026-04-01,2026-04-30,RKE,IDS108 Waiting Time Pauses,I108010,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ACTIVITY SUSPENSION IDENTIFIER,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS108 Waiting Time Pauses,I108020,ACTIVITY SUSPENSION START DATE,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS108 Waiting Time Pauses,I108030,ACTIVITY SUSPENSION END DATE,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS108 Waiting Time Pauses,I108040,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ACTIVITY SUSPENSION REASON,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS108 Waiting Time Pauses,I108902,SERVICE REQUEST IDENTIFIER,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS108 Waiting Time Pauses,IDS108,IDS108 Table Submission,0,0,0,1,1
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201010,CARE CONTACT DATE,4600,*,*,*,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201020,CARE CONTACT TIME,4600,*,*,*,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201040,CLINICAL CONTACT DURATION OF CARE CONTACT,3770,*,*,830,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201070,CONSULTATION MECHANISM (MENTAL HEALTH),4600,*,*,*,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201080,CARE CONTACT PATIENT THERAPY MODE,3535,*,*,1065,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201090,ATTENDED OR DID NOT ATTEND CODE,4595,*,*,5,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201200,APPOINTMENT SLOT SHORT NOTICE CANCELLATION INDICATOR,75,*,*,4525,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201210,APPOINTMENT TYPE (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),4600,*,*,*,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201220,NUMBER OF GROUP THERAPY PARTICIPANTS,85,*,*,4520,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201230,NUMBER OF GROUP THERAPY FACILITATORS,85,*,*,4520,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201240,PSYCHOTROPIC MEDICATION USAGE INDICATION CODE,3320,*,*,1280,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201250,LANGUAGE CODE (TREATMENT),310,*,*,4295,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201260,INTERPRETER PRESENT AT CARE CONTACT INDICATION CODE,3360,*,*,1240,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201270,INTERNET ENABLED THERAPY PROGRAMME,*,*,*,4600,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201280,PLANNED CARE CONTACT INDICATOR,300,*,*,4300,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201290,INTEGRATED IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES LONG TERM CONDITION SERVICE INDICATOR,4600,*,*,*,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201902,SERVICE REQUEST IDENTIFIER,4600,*,*,*,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201903,CARE CONTACT IDENTIFIER,4600,*,*,*,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201909,ACTIVITY LOCATION TYPE CODE,4200,*,*,400,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201921,ORGANISATION SITE IDENTIFIER (OF TREATMENT),*,*,4600,*,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,I201922,ORGANISATION IDENTIFIER (CODE OF COMMISSIONER),4600,*,*,*,4600
2026-04-01,2026-04-30,RKE,IDS201 Care Contact,IDS201,IDS201 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKE,IDS202 Care Activity,I202020,CLINICAL CONTACT DURATION OF CARE ACTIVITY,3660,*,*,*,3665
2026-04-01,2026-04-30,RKE,IDS202 Care Activity,I202050,FINDING SCHEME IN USE (MENTAL HEALTH),*,*,*,3665,3665
2026-04-01,2026-04-30,RKE,IDS202 Care Activity,I202060,CODED FINDING (CODED CLINICAL ENTRY),*,*,*,3665,3665
2026-04-01,2026-04-30,RKE,IDS202 Care Activity,I202080,CODED OBSERVATION (SNOMED CT),*,*,*,3665,3665
2026-04-01,2026-04-30,RKE,IDS202 Care Activity,I202090,OBSERVATION VALUE,*,*,*,3665,3665
2026-04-01,2026-04-30,RKE,IDS202 Care Activity,I202100,UCUM UNIT OF MEASUREMENT,*,*,*,3665,3665
2026-04-01,2026-04-30,RKE,IDS202 Care Activity,I202110,CODED PROCEDURE AND PROCEDURE STATUS (SNOMED CT),3665,*,*,*,3665
2026-04-01,2026-04-30,RKE,IDS202 Care Activity,I202903,CARE CONTACT IDENTIFIER,3665,*,*,*,3665
2026-04-01,2026-04-30,RKE,IDS202 Care Activity,I202904,CARE ACTIVITY IDENTIFIER,3665,*,*,*,3665
2026-04-01,2026-04-30,RKE,IDS202 Care Activity,I202920,CARE PERSONNEL LOCAL IDENTIFIER,3665,*,*,*,3665
2026-04-01,2026-04-30,RKE,IDS202 Care Activity,IDS202,IDS202 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKE,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205010,START DATE (INTERNET ENABLED THERAPY ACTIVITY LOG),*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205020,END DATE (INTERNET ENABLED THERAPY ACTIVITY LOG),*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205030,INTERNET ENABLED THERAPY PROGRAMME,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205040,DURATION OF INTERNET ENABLED THERAPY IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES CARE PROFESSIONAL CLINICAL TIME,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205050,INTERNET ENABLED THERAPY INTEGRATED SOFTWARE ENGINE USED INDICATOR,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205902,SERVICE REQUEST IDENTIFIER,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205920,CARE PERSONNEL LOCAL IDENTIFIER,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS205 Internet Enabled Therapy Care Professional Activity Log,IDS205,IDS205 Table Submission,0,0,0,1,1
2026-04-01,2026-04-30,RKE,IDS601 Medical History (Previous Diagnosis),I601010,DIAGNOSIS SCHEME IN USE (MENTAL HEALTH),*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS601 Medical History (Previous Diagnosis),I601020,PREVIOUS DIAGNOSIS (CODED CLINICAL ENTRY),*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS601 Medical History (Previous Diagnosis),I601030,DIAGNOSIS DATE,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS601 Medical History (Previous Diagnosis),I601901,LOCAL PATIENT IDENTIFIER (EXTENDED),*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS601 Medical History (Previous Diagnosis),IDS601,IDS601 Table Submission,0,0,0,1,1
2026-04-01,2026-04-30,RKE,IDS602 Long Term Physical Health Condition,I602010,LONG TERM PHYSICAL HEALTH CONDITION (CODED CLINICAL ENTRY),2505,*,*,*,2505
2026-04-01,2026-04-30,RKE,IDS602 Long Term Physical Health Condition,I602902,SERVICE REQUEST IDENTIFIER,2505,*,*,*,2505
2026-04-01,2026-04-30,RKE,IDS602 Long Term Physical Health Condition,I602913,FINDING SCHEME IN USE (MENTAL HEALTH),2505,*,*,*,2505
2026-04-01,2026-04-30,RKE,IDS602 Long Term Physical Health Condition,IDS602,IDS602 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKE,IDS603 Presenting Complaints,I603010,PRESENTING COMPLAINT (CODED CLINICAL ENTRY),4280,*,*,*,4280
2026-04-01,2026-04-30,RKE,IDS603 Presenting Complaints,I603020,PRESENTING COMPLAINT CODING SIGNIFICANCE,4280,*,*,*,4280
2026-04-01,2026-04-30,RKE,IDS603 Presenting Complaints,I603030,PRESENTING COMPLAINT RECORDED DATE,4280,*,*,*,4280
2026-04-01,2026-04-30,RKE,IDS603 Presenting Complaints,I603902,SERVICE REQUEST IDENTIFIER,4280,*,*,*,4280
2026-04-01,2026-04-30,RKE,IDS603 Presenting Complaints,I603913,FINDING SCHEME IN USE (MENTAL HEALTH),4280,*,*,*,4280
2026-04-01,2026-04-30,RKE,IDS603 Presenting Complaints,IDS603,IDS603 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKE,IDS606 Coded Scored Assessment (Referral),I606902,SERVICE REQUEST IDENTIFIER,1850,*,*,*,1850
2026-04-01,2026-04-30,RKE,IDS606 Coded Scored Assessment (Referral),I606910,CODED ASSESSMENT TOOL TYPE (SNOMED CT),1850,*,*,*,1850
2026-04-01,2026-04-30,RKE,IDS606 Coded Scored Assessment (Referral),I606911,PERSON SCORE,1850,*,*,*,1850
2026-04-01,2026-04-30,RKE,IDS606 Coded Scored Assessment (Referral),I606917,ASSESSMENT TOOL COMPLETION DATE,1850,*,*,*,1850
2026-04-01,2026-04-30,RKE,IDS606 Coded Scored Assessment (Referral),I606918,ASSESSMENT TOOL COMPLETION TIME,1850,*,*,*,1850
2026-04-01,2026-04-30,RKE,IDS606 Coded Scored Assessment (Referral),IDS606,IDS606 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKE,IDS606 Coded Scored Assessment (Referral) & IDS607 Coded Scored Assessment (Care Activity),Multiple,PRESENTEEISM (IPCQ),*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS606 Coded Scored Assessment (Referral) & IDS607 Coded Scored Assessment (Care Activity),Multiple,WASAS SCORE (HOME),2935,*,*,*,2935
2026-04-01,2026-04-30,RKE,IDS606 Coded Scored Assessment (Referral) & IDS607 Coded Scored Assessment (Care Activity),Multiple,WASAS SCORE (PRIVATE),2935,*,*,*,2935
2026-04-01,2026-04-30,RKE,IDS606 Coded Scored Assessment (Referral) & IDS607 Coded Scored Assessment (Care Activity),Multiple,WASAS SCORE (RELATIONSHIPS),2935,*,*,*,2935
2026-04-01,2026-04-30,RKE,IDS606 Coded Scored Assessment (Referral) & IDS607 Coded Scored Assessment (Care Activity),Multiple,WASAS SCORE (SOCIAL),2935,*,*,*,2935
2026-04-01,2026-04-30,RKE,IDS606 Coded Scored Assessment (Referral) & IDS607 Coded Scored Assessment (Care Activity),Multiple,WASAS SCORE (WORK),2915,*,*,*,2915
2026-04-01,2026-04-30,RKE,IDS607 Coded Scored Assessment (Care Activity),I607904,CARE ACTIVITY IDENTIFIER,19940,*,*,*,19940
2026-04-01,2026-04-30,RKE,IDS607 Coded Scored Assessment (Care Activity),I607910,CODED ASSESSMENT TOOL TYPE (SNOMED CT),19940,*,*,*,19940
2026-04-01,2026-04-30,RKE,IDS607 Coded Scored Assessment (Care Activity),I607911,PERSON SCORE,19940,*,*,*,19940
2026-04-01,2026-04-30,RKE,IDS607 Coded Scored Assessment (Care Activity),IDS607,IDS607 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKE,IDS803 Care Cluster,I803010,ADULT MENTAL HEALTH CARE CLUSTER CODE (FINAL),325,*,*,*,325
2026-04-01,2026-04-30,RKE,IDS803 Care Cluster,I803020,START DATE (CARE CLUSTER ASSIGNMENT PERIOD),325,*,*,*,325
2026-04-01,2026-04-30,RKE,IDS803 Care Cluster,I803030,START TIME (CARE CLUSTER ASSIGNMENT PERIOD),325,*,*,*,325
2026-04-01,2026-04-30,RKE,IDS803 Care Cluster,I803040,END DATE (CARE CLUSTER ASSIGNMENT PERIOD),20,*,*,305,325
2026-04-01,2026-04-30,RKE,IDS803 Care Cluster,I803050,END TIME (CARE CLUSTER ASSIGNMENT PERIOD),20,*,*,305,325
2026-04-01,2026-04-30,RKE,IDS803 Care Cluster,I803919,LOCAL PATIENT IDENTIFIER (EXTENDED),325,*,*,*,325
2026-04-01,2026-04-30,RKE,IDS803 Care Cluster,IDS803,IDS803 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKE,IDS902 Care Personnel Qualification,I902010,QUALIFICATION ATTAINMENT LEVEL (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS902 Care Personnel Qualification,I902020,EMPLOYEE QUALIFICATION AWARDED DATE,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS902 Care Personnel Qualification,I902030,EMPLOYEE QUALIFICATION PLANNED COMPLETION DATE,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS902 Care Personnel Qualification,I902920,CARE PERSONNEL LOCAL IDENTIFIER,*,*,*,*,*
2026-04-01,2026-04-30,RKE,IDS902 Care Personnel Qualification,IDS902,IDS902 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKE,ids001mpi,I001D08,Person Identifier Validity (Broken Provider Pathway),4340,5,*,*,4345
2026-04-01,2026-04-30,RKE,ids101referral,Multiple,Organisation Code Continuity (Broken Provider Pathway),*,*,*,*,*
2026-04-01,2026-04-30,RKE,ids101referral,Multiple,Pathway Continuity (Missing or Broken Provider Pathway),4340,*,*,*,4345
2026-04-01,2026-04-30,RKE,ids101referral,Multiple,Person Identifier Continuity (Broken Provider Pathway),*,*,*,*,*
2026-04-01,2026-04-30,RKECE,All,All,Organisation Submission,0,0,0,1,1
2026-04-01,2026-04-30,RKL,All,All,Organisation Submission,0,0,0,1,1
2026-04-01,2026-04-30,RKL07,All,All,Organisation Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKL07,IDS000 Header,I000010,DATA SET VERSION NUMBER,*,*,*,*,*
2026-04-01,2026-04-30,RKL07,IDS000 Header,I000040,PRIMARY DATA COLLECTION SYSTEM IN USE,*,*,*,*,*
2026-04-01,2026-04-30,RKL07,IDS000 Header,I000050,REPORTING PERIOD START DATE,*,*,*,*,*
2026-04-01,2026-04-30,RKL07,IDS000 Header,I000060,REPORTING PERIOD END DATE,*,*,*,*,*
2026-04-01,2026-04-30,RKL07,IDS000 Header,I000070,DATE AND TIME DATA SET CREATED,*,*,*,*,*
2026-04-01,2026-04-30,RKL07,IDS000 Header,I000080,ORGANISATION IDENTIFIER (CODE OF PROVIDER),*,*,*,*,*
2026-04-01,2026-04-30,RKL07,IDS000 Header,I000090,ORGANISATION IDENTIFIER (CODE OF SUBMITTING ORGANISATION),*,*,*,*,*
2026-04-01,2026-04-30,RKL07,IDS000 Header,IDS000,IDS000 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001040,NHS NUMBER,4315,*,*,*,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001050,NHS NUMBER STATUS INDICATOR CODE (MENTAL HEALTH AND MATERNITY),4315,*,*,*,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001060,PERSON BIRTH DATE,4315,*,*,*,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001070,POSTCODE OF USUAL ADDRESS,4305,*,10,*,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001090,PERSON STATED GENDER CODE,4260,*,*,55,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001100,ETHNIC CATEGORY,4190,45,*,80,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001120,LANGUAGE CODE (PREFERRED),4065,*,*,250,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001130,EDUCATIONAL ESTABLISHMENT TYPE (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),*,*,*,4315,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001140,EX-BRITISH ARMED FORCES INDICATOR,3870,*,*,445,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001150,ETHNIC CATEGORY 2021,*,*,*,4315,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001160,GENDER IDENTITY CODE,4315,*,*,*,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001170,ORGANISATION IDENTIFIER (LOCAL PATIENT IDENTIFIER),4315,*,*,*,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001210,GENDER IDENTITY SAME AT BIRTH INDICATOR,5,*,*,4310,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,I001901,LOCAL PATIENT IDENTIFIER (EXTENDED),4315,*,*,*,4315
2026-04-01,2026-04-30,RKL07,IDS001 Master Patient Index,IDS001,IDS001 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKL07,IDS002 GP Practice Registration,I002010,GENERAL MEDICAL PRACTICE CODE (PATIENT REGISTRATION),4285,15,25,*,4325
2026-04-01,2026-04-30,RKL07,IDS002 GP Practice Registration,I002020,START DATE (GMP PATIENT REGISTRATION),4160,*,*,165,4325
2026-04-01,2026-04-30,RKL07,IDS002 GP Practice Registration,I002030,END DATE (GMP PATIENT REGISTRATION),10,*,*,4315,4325
2026-04-01,2026-04-30,RKL07,IDS002 GP Practice Registration,I002901,LOCAL PATIENT IDENTIFIER (EXTENDED),4325,*,*,*,4325
2026-04-01,2026-04-30,RKL07,IDS002 GP Practice Registration,IDS002,IDS002 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKL07,IDS003 Accommodation Status,I003010,ACCOMMODATION TYPE,*,*,*,*,*
2026-04-01,2026-04-30,RKL07,IDS003 Accommodation Status,I003020,SETTLED ACCOMMODATION INDICATOR,*,*,*,*,*
2026-04-01,2026-04-30,RKL07,IDS003 Accommodation Status,I003030,ACCOMMODATION TYPE RECORDED DATE,*,*,*,*,*
2026-04-01,2026-04-30,RKL07,IDS003 Accommodation Status,I003040,ACCOMMODATION TYPE START DATE,*,*,*,*,*
2026-04-01,2026-04-30,RKL07,IDS003 Accommodation Status,I003050,ACCOMMODATION TYPE END DATE,*,*,*,*,*
2026-04-01,2026-04-30,RKL07,IDS003 Accommodation Status,I003901,LOCAL PATIENT IDENTIFIER (EXTENDED),*,*,*,*,*
2026-04-01,2026-04-30,RKL07,IDS003 Accommodation Status,IDS003,IDS003 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004010,EMPLOYMENT STATUS,6145,*,*,*,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004020,EMPLOYMENT STATUS RECORDED DATE,6145,*,*,*,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004030,WEEKLY HOURS WORKED,570,575,*,5000,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004040,SELF EMPLOYED INDICATOR,730,355,*,5055,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004050,SICKNESS ABSENCE INDICATOR,680,410,*,5055,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004060,EMPLOYMENT SUPPORT SUITABILITY INDICATOR,*,*,*,6140,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004070,EMPLOYMENT SUPPORT REFERRAL DATE,1375,*,*,4770,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004080,STATUTORY SICK PAY RECEIPT INDICATOR,4975,*,*,1170,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004090,BENEFIT RECEIPT INDICATOR (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),500,*,*,5645,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004110,EMPLOYMENT AND SUPPORT ALLOWANCE RECEIPT INDICATOR,1090,*,*,5055,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004120,UNIVERSAL CREDIT RECEIPT INDICATOR,1090,*,*,5055,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004130,PERSONAL INDEPENDENCE PAYMENT RECEIPT INDICATOR,1090,*,*,5055,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004150,DISCHARGE DATE (EMPLOYMENT SUPPORT),*,*,*,6145,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,I004901,LOCAL PATIENT IDENTIFIER (EXTENDED),6145,*,*,*,6145
2026-04-01,2026-04-30,RKL07,IDS004 Employment Status,IDS004,IDS004 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKL07,IDS007 Disability Type,I007010,DISABILITY CODE,4275,*,*,*,4275
2026-04-01,2026-04-30,RKL07,IDS007 Disability Type,I007901,LOCAL PATIENT IDENTIFIER (EXTENDED),4275,*,*,*,4275
2026-04-01,2026-04-30,RKL07,IDS007 Disability Type,IDS007,IDS007 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKL07,IDS011 Social and Personal Circumstances,I011010,SOCIAL AND PERSONAL CIRCUMSTANCE RECORDED DATE,8250,*,*,*,8250
2026-04-01,2026-04-30,RKL07,IDS011 Social and Personal Circumstances,I011020,SOCIAL AND PERSONAL CIRCUMSTANCE (SNOMED CT),8250,*,*,*,8250
2026-04-01,2026-04-30,RKL07,IDS011 Social and Personal Circumstances,I011901,LOCAL PATIENT IDENTIFIER (EXTENDED),8250,*,*,*,8250
2026-04-01,2026-04-30,RKL07,IDS011 Social and Personal Circumstances,IDS011,IDS011 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKL07,IDS012 Overseas Visitor Charging Category,I012010,OVERSEAS VISITOR CHARGING CATEGORY,65,*,*,*,65
2026-04-01,2026-04-30,RKL07,IDS012 Overseas Visitor Charging Category,I012020,OVERSEAS VISITOR CHARGING CATEGORY APPLICABLE DATE,65,*,*,*,65
2026-04-01,2026-04-30,RKL07,IDS012 Overseas Visitor Charging Category,I012901,LOCAL PATIENT IDENTIFIER (EXTENDED),65,*,*,*,65
2026-04-01,2026-04-30,RKL07,IDS012 Overseas Visitor Charging Category,IDS012,IDS012 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,RKL07,IDS101 Service or Team Referral,I101010,REFERRAL REQUEST RECEIVED DATE,4340,*,*,*,4340
2026-04-01,2026-04-30,RKL07,IDS101 Service or Team Referral,I101030,SOURCE OF REFERRAL FOR IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,4340,*,*,*,4340
2026-04-01,2026-04-30,RKL07,IDS101 Service or Team Referral,I101090,SERVICE DISCHARGE DATE,1005,*,*,3340,4340
2026-04-01,2026-04-30,RKL07,IDS101 Service or Team Referral,I101230,YEAR AND MONTH OF SYMPTOMS ONSET (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),25,*,*,4320,4340
2026-04-01,2026-04-30,RKL07,IDS101 Service or Team Referral,I101240,PREVIOUS DIAGNOSED CONDITION INDICATOR,3325,*,*,1015,4340
2026-04-01,2026-04-30,RKL07,IDS101 Service or Team Referral,I101250,DISCHARGE FROM IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES SERVICE REASON,1000,*,*,3340,4340
2026-04-01,2026-04-30,RKL07,IDS101 Service or Team Referral,I101901,LOCAL PATIENT IDENTIFIER (EXTENDED),4340,*,*,*,4340
2026-04-01,2026-04-30,RKL07,IDS101 Service or Team Referral,I101902,SERVICE REQUEST IDENTIFIER,4340,*,*,*,4340
2026-04-01,2026-04-30,RKL07,IDS101 Service or Team Referral,I101922,ORGANISATION IDENTIFIER (CODE OF COMMISSIONER),4300,*,40,*,4340
